Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled AZ Cleaning Supplies,Current Quantity AZ Cleaning Supplies,New Quantity AZ Cleaning Supplies,Stock Alert Enabled AZ Cleaning Supplies,Stock Alert Count AZ Cleaning Supplies,Price AZ Cleaning Supplies,Enabled AZCS,Current Quantity AZCS,New Quantity AZCS,Stock Alert Enabled AZCS,Stock Alert Count AZCS,Price AZCS
,CARBON BRUSH SUBASSEMBLY (BE-6500ERUSC/BE-9000ER),CARBON BRUSH SUBASSEMBLY (BE-6500ERUSC/BE-9000ER),Regular,,85.571.082,CARBON BRUSH SUBASSEMBLY (BE-6500ERUSC/BE-9000ER),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,5.20,,N,Y,N,Y,N,,,5.24,MPWSR,85.571.082,,,,,,,,,,,,
,"Rotary Head Swivel for BE WAW 18""","Rotary Head Swivel for BE WAW 18""",Regular,,85.790.006,"Rotary Head Swivel for BE WAW 18""",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,210.00,,N,Y,N,Y,N,,,210.00,MPWSR,85.790.006,,,,,,,,,,,,
,"22"" Whirl a way replacement brush","22"" Whirl a way replacement brush",Regular,,85.790.026,"22"" Whirl a way replacement brush",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,142.60,,N,Y,N,Y,N,,,121.20,MPWSR,85.790.026,,,,,,,,,,,,
,Caster for BE Whirl A Way Surface Cleaners,Caster for BE Whirl A Way Surface Cleaners,Regular,,85.790.029,Caster for BE Whirl A Way Surface Cleaners,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,18.30,,N,Y,N,Y,N,,,16.43,MPWSR,85.790.029,,,,,,,,,,,,
,"Head Rotary 14""","Head Rotary 14""",Regular,,85.790.037,"Head Rotary 14""",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,53.80,,N,Y,N,Y,N,,,45.74,MPWSR,85.790.037,,,,,,,,,,,,
,BRACKET MOUNTING SILVER Collar for swivels,BRACKET MOUNTING SILVER Collar for swivels,Regular,,85.791.002,BRACKET MOUNTING SILVER Collar for swivels,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,26.20,,N,Y,N,Y,N,,,23.62,MPWSR,85.791.002,,,,,,,,,,,,
,"24"" 3 arm Bar WAW","24"" 3 arm Bar WAW",Regular,,85.791.010S,"24"" 3 arm Bar WAW",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,122.50,,N,Y,N,Y,N,,,98.00,MPWSR,85.791.010S,,,,,,,,,,,,
,"Whirl a Way ARM ROTARY 3 WAY 20"" Stainless","Whirl a Way ARM ROTARY 3 WAY 20"" Stainless",Regular,,85.791.012,"Whirl a Way ARM ROTARY 3 WAY 20"" Stainless",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,81.90,,N,Y,N,Y,N,,,61.42,MPWSR,85.791.012,,,,,,,,,,,,
,"Arm, Rotary for 14"" WAW","Arm, Rotary for 14"" WAW",Regular,,85.791.037,"Arm, Rotary for 14"" WAW",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,21.00,,N,Y,N,Y,N,,,14.70,MPWSR,85.791.037,,,,,,,,,,,,
,ROTARY HEAD MOUNT COLLAR RING,ROTARY HEAD MOUNT COLLAR RING,Regular,,85.792.003,ROTARY HEAD MOUNT COLLAR RING,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,24.99,,N,Y,N,Y,N,,,21.00,MPWSR,85.792.003,,,,,,,,,,,,
,"20"" Whirl-a-way yellow cover","20"" Whirl-a-way yellow cover",Regular,,85.792.005,"20"" Whirl-a-way yellow cover",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,54.99,,N,Y,N,Y,N,,,43.99,MPWSR,85.792.005,,,,,,,,,,,,
,"Brush for 20"" Whirl A Way","Brush for 20"" Whirl A Way",Regular,,85.792.006,"Brush for 20"" Whirl A Way",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,85.60,,N,Y,N,Y,N,,,68.49,MPWSR,85.792.006,,,,,,,,,,,,
,"Arm, Rotary 20"" Whirl-A-Way","Arm, Rotary 20"" Whirl-A-Way",Regular,,85.792.007,"Arm, Rotary 20"" Whirl-A-Way",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,38.50,,N,Y,N,Y,N,,,24.00,MPWSR,85.792.007,,,,,,,,,,,,
,"BE Whirl A Way Yellow Cover 16""","BE Whirl A Way Yellow Cover 16""",Regular,,85.792.009,"BE Whirl A Way Yellow Cover 16""",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,34.99,,N,Y,N,Y,N,,,22.00,MPWSR,85.792.009,,,,,,,,,,,,
,"BE Whirl A Way Brush for 16""","BE Whirl A Way Brush for 16""",Regular,,85.792.010,"BE Whirl A Way Brush for 16""",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,79.99,,N,Y,N,Y,N,,,68.20,MPWSR,85.792.010,,,,,,,,,,,,
,"16"" Rotary Arm Whirl a Way","16"" Rotary Arm Whirl a Way",Regular,,85.792.011,"16"" Rotary Arm Whirl a Way",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,29.86,,N,Y,N,Y,N,,,23.34,MPWSR,85.792.011,,,,,,,,,,,,
,"Rotary Arm for 24"" SS","Rotary Arm for 24"" SS",Regular,,85.792.016,"Rotary Arm for 24"" SS",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,99.99,,N,Y,N,Y,N,,,81.62,MPWSR,85.792.016,,,,,,,,,,,,
,"24"" Stainless Steel 3 arm Whirl-A-Way bar","24"" Stainless Steel 3 arm Whirl-A-Way bar",Regular,,85.792.038,"24"" Stainless Steel 3 arm Whirl-A-Way bar",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,115.00,,N,Y,N,Y,N,,,95.00,MPWSR,85.792.038,,,,,,,,,,,,
,"Rotary Arms for 30"" SS WAW","Rotary Arms for 30"" SS WAW",Regular,,85.792.101,"Rotary Arms for 30"" SS WAW",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,125.00,,N,Y,N,Y,N,,,99.96,MPWSR,85.792.101,,,,,,,,,,,,
,M-iT-M gas tank assembly,M-iT-M gas tank assembly,Regular,,850-0306,M-iT-M gas tank assembly,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,193.33,,N,Y,N,Y,N,,,174.00,MPWSR,850-0306,,,,,,,,,,,,
,M-iT-M diesel tank assembly,M-iT-M diesel tank assembly,Regular,,850-0307,M-iT-M diesel tank assembly,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,142.13,,N,Y,N,Y,N,,,127.92,MPWSR,850-0307,,,,,,,,,,,,
,850-1G Total Rust Eraser,850-1G Total Rust Eraser,Regular,,850-1G,850-1G Total Rust Eraser,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,49.99,,N,Y,N,Y,N,,,39.99,MPWSR,850-1G,,,,,,,,,,,,
,"1/2"" Super Swivel","1/2"" Super Swivel",Regular,,8620A,"1/2"" Super Swivel",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,57.95,,N,Y,N,Y,N,,,46.45,MPWSR,8620A,,,,,,,,,,,,
,PVC Swivel for Titan Reels,PVC Swivel for Titan Reels,Regular,,8700,PVC Swivel for Titan Reels,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,45.50,,N,Y,N,Y,N,,,37.09,MPWSR,8700,,,,,,,,,,,,
,GX390 recoil sticker,GX390 recoil sticker,Regular,,87521-Z5T-000,GX390 recoil sticker,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,1.50,,N,Y,N,Y,N,,,1.25,MPWSR,87521-Z5T-000,,,,,,,,,,,,
,1/2 FIP SCH 80 PVC BALL VALVE,1/2 FIP SCH 80 PVC BALL VALVE,Regular,,899000,1/2 FIP SCH 80 PVC BALL VALVE,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,4.20,,N,Y,N,Y,N,,,2.93,MPWSR,899000,,,,,,,,,,,,
,3/4 FIP SCH 80 PVC BALL VALVE,3/4 FIP SCH 80 PVC BALL VALVE,Regular,,899001,3/4 FIP SCH 80 PVC BALL VALVE,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,6.99,,N,Y,N,Y,N,,,2.83,MPWSR,899001,,,,,,,,,,,,
,1 FIP SCH 80 PVC BALL VALVE,1 FIP SCH 80 PVC BALL VALVE,Regular,,899002,1 FIP SCH 80 PVC BALL VALVE,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,9.68,,N,Y,N,Y,N,,,7.49,MPWSR,899002,,,,,,,,,,,,
,"Mosmatic 20"" PSI surface cleaner replacement Brush ring and skirt","Mosmatic 20"" PSI surface cleaner replacement Brush ring and skirt",Regular,,900.436,"Mosmatic 20"" PSI surface cleaner replacement Brush ring and skirt",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,121.87,,N,Y,N,Y,N,,,98.94,MPWSR,900.436,,,,,,,,,,,,
,"20"" Mosmatic surface cleaner cover PSI SS","20"" Mosmatic surface cleaner cover PSI SS",Regular,,900.513,"20"" Mosmatic surface cleaner cover PSI SS",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,189.00,,N,Y,N,Y,N,,,151.19,MPWSR,900.513,,,,,,,,,,,,
,"1/4"" Quick change Color coded Tips 12 GPM 15 Degree Yellow","1/4"" Quick change Color coded Tips 12 GPM 15 Degree Yellow",Regular,,900001512,"1/4"" Quick change Color coded Tips 12 GPM 15 Degree Yellow",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,7.86,,N,Y,N,Y,N,,,6.06,MPWSR,900001512,,,,,,,,,,,,
,Green Nozzle 25 Degree Tip - 12GPM,Green Nozzle 25 Degree Tip - 12GPM,Regular,,900002512,Green Nozzle 25 Degree Tip - 12GPM,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,7.86,,N,Y,N,Y,N,,,6.06,MPWSR,900002512,,,,,,,,,,,,
,White Nozzle 40 Degree Tip - 12 GPM,White Nozzle 40 Degree Tip - 12 GPM,Regular,,900004012,White Nozzle 40 Degree Tip - 12 GPM,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,8.99,,N,Y,N,Y,N,,,6.76,MPWSR,900004012,,,,,,,,,,,,
,55 Gallon Vertical Tank,55 Gallon Vertical Tank,Regular,,900056,55 Gallon Vertical Tank,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,299.99,,N,Y,N,Y,N,,,186.02,MPWSR,900056,,,,,,,,,,,,
,"Replacement Brush for FL-PH750 30"" Surface Cleaner","Replacement Brush for FL-PH750 30"" Surface Cleaner",Regular,,901.662,"Replacement Brush for FL-PH750 30"" Surface Cleaner",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,203.70,,N,Y,N,Y,N,,,203.70,MPWSR,901.662,,,,,,,,,,,,
,Thrust Washer,Thrust Washer,Regular,,90402-Z6L-000,Thrust Washer,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,10.50,,N,Y,N,Y,N,,,8.99,MPWSR,90402-Z6L-000,,,,,,,,,,,,
,Governor Holder Clip GX690,Governor Holder Clip GX690,Regular,,90602-ZE1-000,Governor Holder Clip GX690,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,1.30,,N,Y,N,Y,N,,,0.72,MPWSR,90602-ZE1-000,,,,,,,,,,,,
,GX690 key back end of crank shaft for flywheel,GX690 key back end of crank shaft for flywheel,Regular,,90741,GX690 key back end of crank shaft for flywheel,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,3.06,,N,Y,N,Y,N,,,2.75,MPWSR,90741,,,,,,,,,,,,
,GH Shut off Valve Brass,GH Shut off Valve Brass,Regular,,91.900.075,GH Shut off Valve Brass,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,29.99,,N,Y,N,Y,N,,,24.99,MPWSR,91.900.075,,,,,,,,,,,,
,Seal GX690 or 800,Seal GX690 or 800,Regular,,91201-Z6L-003,Seal GX690 or 800,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,6.10,,N,Y,N,Y,N,,,5.51,MPWSR,91201-Z6L-003,,,,,,,,,,,,
,Oil Seal rear for GX690,Oil Seal rear for GX690,Regular,,91202-Z6L-003,Oil Seal rear for GX690,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,6.10,,N,Y,N,Y,N,,,4.90,MPWSR,91202-Z6L-003,,,,,,,,,,,,
,O-Ring (37.9 X 2.4),O-Ring (37.9 X 2.4),Regular,,91309-Z6L-000,O-Ring (37.9 X 2.4),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,2.96,,N,Y,N,Y,N,,,2.67,MPWSR,91309-Z6L-000,,,,,,,,,,,,
,GP Cylindrical Bearing,GP Cylindrical Bearing,Regular,,91838000,GP Cylindrical Bearing,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,208.33,,N,Y,N,Y,N,,,139.00,MPWSR,91838000,,,,,,,,,,,,
,8 Gallon Poly Tank,8 Gallon Poly Tank,Regular,,920008,8 Gallon Poly Tank,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,102.80,,N,Y,N,Y,N,,,74.63,MPWSR,920008,,,,,,,,,,,,
,15 Gallon Poly Tank,15 Gallon Poly Tank,Regular,,920015,15 Gallon Poly Tank,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,145.00,,N,Y,N,Y,N,,,89.25,MPWSR,920015,,,,,,,,,,,,
,40 Gallon Poly Tank,40 Gallon Poly Tank,Regular,,920040,40 Gallon Poly Tank,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,279.00,,N,Y,N,Y,N,,,135.00,MPWSR,920040,,,,,,,,,,,,
,50 Gallon Poly Tank,50 Gallon Poly Tank,Regular,,920051,50 Gallon Poly Tank,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,475.00,,N,Y,N,Y,N,,,240.00,MPWSR,920051,,,,,,,,,,,,
,65 Gallon Poly Tank,65 Gallon Poly Tank,Regular,,920065,65 Gallon Poly Tank,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,420.00,,N,Y,N,Y,N,,,189.00,MPWSR,920065,,,,,,,,,,,,
,100 gallon Poly Tank,100 gallon Poly Tank,Regular,,920101,100 gallon Poly Tank,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,549.99,,N,Y,N,Y,N,,,383.40,MPWSR,920101,,,,,,,,,,,,
,"200 Gallon Poly Tank 48""x 36"" x 36""","200 Gallon Poly Tank 48""x 36"" x 36""",Regular,,920201,"200 Gallon Poly Tank 48""x 36"" x 36""",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,710.00,,N,Y,N,Y,N,,,450.00,MPWSR,920201,,,,,,,,,,,,
,25045 1/8'' meg tip,25045 1/8'' meg tip,Regular,,925045S,25045 1/8'' meg tip,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,4.70,,N,Y,N,Y,N,,,3.54,MPWSR,925045S,,,,,,,,,,,,
,Polychain Belt 21mm,Polychain Belt 21mm,Regular,,9274-1080,Polychain Belt 21mm,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,58.51,,N,Y,N,Y,N,,,46.84,MPWSR,9274-1080,,,,,,,,,,,,
,36mm Poly chain belt,36mm Poly chain belt,Regular,,9274-2080,36mm Poly chain belt,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,93.75,,N,Y,N,Y,N,,,74.97,MPWSR,9274-2080,,,,,,,,,,,,
,Muffler Stud 8x22,Muffler Stud 8x22,Regular,,92900-08022-0E,Muffler Stud 8x22,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,3.10,,N,Y,N,Y,N,,,3.14,MPWSR,92900-08022-0E,,,,,,,,,,,,
,Honda GX 630 690 muffler bolt short 45mm,Honda GX 630 690 muffler bolt short 45mm,Regular,,92900-08045-0B,Honda GX 630 690 muffler bolt short 45mm,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,2.90,,N,Y,N,Y,N,,,2.19,MPWSR,92900-08045-0B,,,,,,,,,,,,
,Honda GX 630 690 muffler stud bolt long 60mm,Honda GX 630 690 muffler stud bolt long 60mm,Regular,,92900-08060-0B,Honda GX 630 690 muffler stud bolt long 60mm,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,3.40,,N,Y,N,Y,N,,,2.69,MPWSR,92900-08060-0B,,,,,,,,,,,,
,"3/4"" 3 way 600 PSI Brass Ball Valve","3/4"" 3 way 600 PSI Brass Ball Valve",Regular,,940462,"3/4"" 3 way 600 PSI Brass Ball Valve",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,68.00,,N,Y,N,Y,N,,,52.00,MPWSR,940462,,,,,,,,,,,,
,Honda 8mm flange nut for exhaust studs,Honda 8mm flange nut for exhaust studs,Regular,,94050-08000,Honda 8mm flange nut for exhaust studs,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,1.10,,N,Y,N,Y,N,,,0.80,MPWSR,94050-08000,,,,,,,,,,,,
,1 SS FXF SPRING CHECK VALVE,1 SS FXF SPRING CHECK VALVE,Regular,,949455,1 SS FXF SPRING CHECK VALVE,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,63.00,,N,Y,N,Y,N,,,47.25,MPWSR,949455,,,,,,,,,,,,
,BE Hotbox 4-6 GPM 12V,BE Hotbox 4-6 GPM 12V,Regular,,96012V,BE Hotbox 4-6 GPM 12V,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,2799.99,,N,Y,N,Y,N,,,2249.99,MPWSR,96012V,,,,,,,,,,,,
,GP Screw in sight glass 47 series,GP Screw in sight glass 47 series,Regular,,97596800,GP Screw in sight glass 47 series,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,11.85,,N,Y,N,Y,N,,,11.85,MPWSR,97596800,,,,,,,,,,,,
,30 amp mini fuse,30 amp mini fuse,Regular,,98200-43000,30 amp mini fuse,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,2.10,,N,Y,N,Y,N,,,1.46,MPWSR,98200-43000,,,,,,,,,,,,
,GP EZ series pump dipstick SHORT,GP EZ series pump dipstick SHORT,Regular,,98210300,GP EZ series pump dipstick SHORT,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,12.10,,N,Y,N,Y,N,,,9.66,MPWSR,98210300,,,,,,,,,,,,
,TSF series 47 GP dipstick LONG,TSF series 47 GP dipstick LONG,Regular,,98210600,TSF series 47 GP dipstick LONG,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,13.40,,N,Y,N,Y,N,,,10.71,MPWSR,98210600,,,,,,,,,,,,
,Teflon Tape big roll,Teflon Tape big roll,Regular,,982108,Teflon Tape big roll,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,2.99,,N,Y,N,Y,N,,,1.99,MPWSR,982108,,,,,,,,,,,,
,BE Hotbox 8-10 GPM,BE Hotbox 8-10 GPM,Regular,,99012V,BE Hotbox 8-10 GPM,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,3899.99,,N,Y,N,Y,N,,,2999.99,MPWSR,99012V,,,,,,,,,,,,
,Honda GX 390 muffler stud bolt,Honda GX 390 muffler stud bolt,Regular,,992900-08032-0E,Honda GX 390 muffler stud bolt,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,2.60,,N,Y,N,Y,N,,,1.92,MPWSR,992900-08032-0E,,,,,,,,,,,,
,"1/2"" 3 Way Single Union Ball Valve","1/2"" 3 Way Single Union Ball Valve",Regular,,9951-3050N,"1/2"" 3 Way Single Union Ball Valve",MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,39.99,,N,Y,N,Y,N,,,29.99,MPWSR,9951-3050N,,,,,,,,,,,,
,Twin Turbo Lance - 8GPM Machine (2x ST-357 4GPM Turbo Nozzles),Twin Turbo Lance - 8GPM Machine (2x ST-357 4GPM Turbo Nozzles),Regular,,999357540,Twin Turbo Lance - 8GPM Machine (2x ST-357 4GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,249.00,,N,Y,N,Y,N,,,199.99,MPWSR,999357540,,,,,,,,,,,,
,Twin Turbo Lance - 6GPM Machine (2x ST-456 3GPM Turbo Nozzles),Twin Turbo Lance - 6GPM Machine (2x ST-456 3GPM Turbo Nozzles),Regular,,999456530,Twin Turbo Lance - 6GPM Machine (2x ST-456 3GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,316.02,,N,Y,N,Y,N,,,237.01,MPWSR,999456530,,,,,,,,,,,,
,Twin Turbo Lance - 7GPM Machine (2x ST-456 3.5GPM Turbo Nozzles),Twin Turbo Lance - 7GPM Machine (2x ST-456 3.5GPM Turbo Nozzles),Regular,,999456535,Twin Turbo Lance - 7GPM Machine (2x ST-456 3.5GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,316.02,,N,Y,N,Y,N,,,237.01,MPWSR,999456535,,,,,,,,,,,,
,Twin Turbo Lance - 8GPM Machine (2x ST-456 4GPM Turbo Nozzles),Twin Turbo Lance - 8GPM Machine (2x ST-456 4GPM Turbo Nozzles),Regular,,999456540,Twin Turbo Lance - 8GPM Machine (2x ST-456 4GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,300.00,,N,Y,N,Y,N,,,224.25,MPWSR,999456540,,,,,,,,,,,,
,Twin Turbo Lance - 9GPM Machine (2x ST-456 4.5GPM Turbo Nozzles),Twin Turbo Lance - 9GPM Machine (2x ST-456 4.5GPM Turbo Nozzles),Regular,,999456545,Twin Turbo Lance - 9GPM Machine (2x ST-456 4.5GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,316.02,,N,Y,N,Y,N,,,237.01,MPWSR,999456545,,,,,,,,,,,,
,Twin Turbo Lance - 10GPM Machine (2x ST-456 5GPM Turbo Nozzles),Twin Turbo Lance - 10GPM Machine (2x ST-456 5GPM Turbo Nozzles),Regular,,999456550,Twin Turbo Lance - 10GPM Machine (2x ST-456 5GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,316.02,,N,Y,N,Y,N,,,237.01,MPWSR,999456550,,,,,,,,,,,,
,Twin Turbo Lance - 20GPM Machine (2x ST-457 10GPM Turbo Nozzles),Twin Turbo Lance - 20GPM Machine (2x ST-457 10GPM Turbo Nozzles),Regular,,999457510,Twin Turbo Lance - 20GPM Machine (2x ST-457 10GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,372.93,,N,Y,N,Y,N,,,335.64,MPWSR,999457510,,,,,,,,,,,,
,Dual Turbo Tip Lance 2x 5GPM tips. for 10GPM Machine ***HIDDEN***,Dual Turbo Tip Lance 2x 5GPM tips. for 10GPM Machine ***HIDDEN***,Regular,,999457550,Dual Turbo Tip Lance 2x 5GPM tips. for 10GPM Machine ***HIDDEN***,MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,315.00,,N,Y,N,Y,N,,,283.50,MPWSR,999457550,,,,,,,,,,,,
,Twin Turbo Lance - 11GPM Machine (2x ST-457 5.5GPM Turbo Nozzles),Twin Turbo Lance - 11GPM Machine (2x ST-457 5.5GPM Turbo Nozzles),Regular,,999457555,Twin Turbo Lance - 11GPM Machine (2x ST-457 5.5GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,372.93,,N,Y,N,Y,N,,,335.64,MPWSR,999457555,,,,,,,,,,,,
,Twin Turbo Lance - 12GPM Machine (2x ST-457 6GPM Turbo Nozzles),Twin Turbo Lance - 12GPM Machine (2x ST-457 6GPM Turbo Nozzles),Regular,,999457560,Twin Turbo Lance - 12GPM Machine (2x ST-457 6GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,372.93,,N,Y,N,Y,N,,,295.00,MPWSR,999457560,,,,,,,,,,,,
,Twin Turbo Lance - 16GPM Machine (2x ST-457 8GPM Turbo Nozzles),Twin Turbo Lance - 16GPM Machine (2x ST-457 8GPM Turbo Nozzles),Regular,,999457580,Twin Turbo Lance - 16GPM Machine (2x ST-457 8GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,359.00,,N,Y,N,Y,N,,,251.99,MPWSR,999457580,,,,,,,,,,,,
,Twin Turbo Lance - 18GPM Machine (2x ST-457 9GPM Turbo Nozzles),Twin Turbo Lance - 18GPM Machine (2x ST-457 9GPM Turbo Nozzles),Regular,,999457590,Twin Turbo Lance - 18GPM Machine (2x ST-457 9GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,372.93,,N,Y,N,Y,N,,,335.64,MPWSR,999457590,,,,,,,,,,,,
,Twin Turbo Lance - 6GPM Machine (2x RotoJet 3GPM Turbo Nozzles),Twin Turbo Lance - 6GPM Machine (2x RotoJet 3GPM Turbo Nozzles),Regular,,999MTM030,Twin Turbo Lance - 6GPM Machine (2x RotoJet 3GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,299.00,,N,Y,N,Y,N,,,205.12,MPWSR,999MTM030,,,,,,,,,,,,
,Twin Turbo Lance - 7GPM Machine (2x RotoJet 3.5GPM Turbo Nozzles),Twin Turbo Lance - 7GPM Machine (2x RotoJet 3.5GPM Turbo Nozzles),Regular,,999MTM035,Twin Turbo Lance - 7GPM Machine (2x RotoJet 3.5GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,299.00,,N,Y,N,Y,N,,,205.12,MPWSR,999MTM035,,,,,,,,,,,,
,Twin Turbo Lance - 8GPM Machine (2x RotoJet 4GPM Turbo Nozzles),Twin Turbo Lance - 8GPM Machine (2x RotoJet 4GPM Turbo Nozzles),Regular,,999MTM040,Twin Turbo Lance - 8GPM Machine (2x RotoJet 4GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,299.00,,N,Y,N,Y,N,,,205.12,MPWSR,999MTM040,,,,,,,,,,,,
,Twin Turbo Lance - 9GPM Machine (2x RotoJet 4.5GPM Turbo Nozzles),Twin Turbo Lance - 9GPM Machine (2x RotoJet 4.5GPM Turbo Nozzles),Regular,,999MTM045,Twin Turbo Lance - 9GPM Machine (2x RotoJet 4.5GPM Turbo Nozzles),MPWSR,MPWSR,,,,,Hidden,Physical,,,,N,N,N,N,299.00,,N,Y,N,Y,N,,,205.12,MPWSR,999MTM045,,,,,,,,,,,,
