"VariantBase","ItemName","Action","KeptSku","SKU","Vendor","Price","DefaultUnitCost"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 1530 WASHJET SPRAY NOZZLE","DROP","1135","3232","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 1540 WASHJET SPRAY NOZZLE","DROP","1135","3233","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 4002 WASHJET SPRAY NOZZLE","DROP","1135","3235","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 25085 WASHJET SPRAY NOZZLE","DROP","1135","3237","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 2510 WASHJET SPRAY NOZZLE","DROP","1135","3238","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 4010 WASHJET SPRAY NOZZLE","DROP","1135","3239","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 4007 WASHJET SPRAY NOZZLE","DROP","1135","3240","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 40075 WASHJET SPRAY NOZZLE","DROP","1135","3241","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 4008 WASHJET SPRAY NOZZLE","DROP","1135","3242","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 40085 WASHJET SPRAY NOZZLE","DROP","1135","3243","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 2513 WASHJET SPRAY NOZZLE","DROP","1135","3244","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 2530 WASHJET SPRAY NOZZLE","DROP","1135","3245","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 2540 WASHJET SPRAY NOZZLE","DROP","1135","3246","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 0009 WASHJET SPRAY NOZZLE","DROP","1135","3254","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 1509 WASHJET SPRAY NOZZLE","DROP","1135","3255","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 2509 WASHJET SPRAY NOZZLE","DROP","1135","3256","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 4009 WASHJET SPRAY NOZZLE","DROP","1135","3257","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 0010 WASHJET SPRAY NOZZLE","DROP","1135","3258","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 1510 WASHJET SPRAY NOZZLE","DROP","1135","3259","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 40055 WASHJET SPRAY NOZZLE","DROP","1135","3263","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/8 MEG 4006 WASHJET SPRAY NOZZLE","DROP","1135","3264","Barrens","8.99","5.34"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 05055 WASHJET SPRAY NOZZLE","DROP","1135","3755","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 0506 WASHJET SPRAY NOZZLE","DROP","1135","3756","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 0050 WASHJET SPRAY NOZZLE","DROP","1135","3780","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 6504 WASHJET SPRAY NOZZLE","DROP","1135","3788","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 65045 WASHJET SPRAY NOZZLE","DROP","1135","3789","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 6505 WASHJET SPRAY NOZZLE","DROP","1135","3790","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 65055 WASHJET SPRAY NOZZLE","DROP","1135","3791","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 6506 WASHJET SPRAY NOZZLE","DROP","1135","3792","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 65065 WASHJET SPRAY NOZZLE","DROP","1135","3793","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 6507 WASHJET SPRAY NOZZLE","DROP","1135","3794","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 6508 WASHJET SPRAY NOZZLE","DROP","1135","3795","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 6503 WASHJET SPRAY NOZZLE","DROP","1135","4026","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 6510 WASHJET SPRAY NOZZLE","DROP","1135","4027","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 0504 WASHJET SPRAY NOZZLE","DROP","1135","4112","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 0060 WASHJET SPRAY NOZZLE","DROP","1135","4257","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 05065 WASHJET SPRAY NOZZLE","DROP","1135","4280","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 0505 WASHJET SPRAY NOZZLE","DROP","1135","4290","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 0515 WASHJET SPRAY NOZZLE","DROP","1135","4293","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 0070 WASHJET SPRAY NOZZLE","DROP","1135","4720","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 1525 WASHJET SPRAY NOZZLE","DROP","1135","5281","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 0015 WASHJET SPRAY NOZZLE","DROP","1135","6015","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 4060 WASHJET SPRAY NOZZLE","DROP","1135","6053","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 4050 WASHJET SPRAY NOZZLE","DROP","1135","6074","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 1550 WASHJET SPRAY NOZZLE","DROP","1135","6111","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 1560 WASHJET SPRAY NOZZLE","DROP","1135","6119","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 1501 WASHJET SPRAY NOZZLE","DROP","1135","7242","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 0550 WASHJET SPRAY NOZZLE","DROP","1135","7243","Barrens","8.99","5.39"
"MEG WASHJET SPRAY NOZZLE","1/4 MEG 25015 WASHJET SPRAY NOZZLE","DROP","1135","7316","Barrens","8.99","5.39"
"METERING VALVE","1"" Metering Valve","KEEP","MV1","MV1","MPWSR","129.99","99.50"
"METERING VALVE","Metering Valve 1/2""","DROP","MV1","MV12","MPWSR","99.99","78.50"
"MGH X BARB HOSE MENDER","3/4 MGH X 3/4 BARB (HOSE MENDER)","KEEP","2271","2271","Barrens","5.99","3.36"
"MGH X BARB HOSE MENDER","3/4 MGH X 5/8 BARB (HOSE MENDER)","DROP","2271","2270","Barrens","4.99","2.93"
"MINI BALL VALVE FPTX FPT PSI","MINI BALL VALVE 1/4FPTx1/4FPT 450PSI","KEEP","3934","3934","Barrens","10.99","7.25"
"MINI BALL VALVE FPTX FPT PSI","MINI BALL VALVE 3/8FPTx3/8FPT 450PSI","DROP","3934","3946","Barrens","9.99","6.98"
"MINI BALL VALVE FPTX MPT PSI","MINI BALL VALVE 3/8FPTx3/8MPT 450PSI","KEEP","3933","3933","Barrens","9.99","6.98"
"MINI BALL VALVE FPTX MPT PSI","MINI BALL VALVE 1/4FPTx1/4MPT 450PSI","DROP","3933","3932","Barrens","9.99","6.18"
"MIP CORED HEX HD PLUG","3/8 MIP CORED HEX HD PLUG","KEEP","28203","28203","MPWSR","1.60","1.10"
"MIP CORED HEX HD PLUG","1/4 MIP CORED HEX HD PLUG","DROP","28203","28202","MPWSR","1.50","1.02"
"ML BLUE THREADLOCKER","250ml BLUE THREADLOCKER 1260070100","KEEP","5486","5486","Barrens","97.99","73.73"
"ML BLUE THREADLOCKER","(10)10 ml BLUE THREADLOCKER","DROP","5486","5003","Barrens","14.99","10.27"
"ML BLUE THREADLOCKER","(10)50 ml BLUE THREADLOCKER","DROP","5486","5004","Barrens","47.99","35.29"
"ML PERMANENT THREADLOCKER","250ml PERMANENT THREADLOCKER","KEEP","5008","5008","Barrens","101.99","77.24"
"ML PERMANENT THREADLOCKER","(10)10 ml PERMANENT THREADLOCKER","DROP","5008","5006","Barrens","14.99","10.27"
"ML PERMANENT THREADLOCKER","50 ml PERMANENT THREADLOCKER","DROP","5008","5007","Barrens","47.99","35.29"
"MOS BLUE SCREW COUPLER X FPT","MOS 50.152 22mm BLUE SCREW COUPLER X 1/4 FPT","KEEP","2004","2004","Barrens","22.99","16.92"
"MOS BLUE SCREW COUPLER X FPT","MOS 50.154 22mm BLUE SCREW COUPLER X 3/8 FPT","DROP","2004","2164","Barrens","22.99","16.92"
"MOTOR HE HP RPM PH KEYED SHAFT CM T BEP V","MOTOR, ""HE"" 10HP/1725RPM 3PH 1-1/8"" KEYED SHAFT, CM3714T-BEP-5 600V","KEEP","70.063.010HE","70.063.010HE","BE","1299.00","1094.00"
"MOTOR HE HP RPM PH KEYED SHAFT CM T BEP V","MOTOR, ""HE 7.5HP 1725RPM 3PH 1-1/8"" KEYED SHAFT, CM3710T-BEP-5 600V","DROP","70.063.010HE","70.063.075HE","BE","1169.00","966.00"
"MPT BRASS SOCKET SINGLE","3/8 MPT Brass Socket 3004 - single","KEEP","24.007","24.007","MPWSR","6.99","3.75"
"MPT BRASS SOCKET SINGLE","1/4 MPT Brass Socket 5655 - single","DROP","24.007","24.0068","MPWSR","6.49","3.25"
"MPT DEG NOZZLE","1/8 MPT 5.0, 25 DEG NOZZLE","KEEP","7516","7516","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 3.0, 25 DEG NOZZLE","DROP","7516","7512","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 3.5, 25 DEG NOZZLE","DROP","7516","7513","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 4.0, 25 DEG NOZZLE","DROP","7516","7514","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 4.5, 25 DEG NOZZLE","DROP","7516","7515","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 5.5, 25 DEG NOZZLE","DROP","7516","7517","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 6.0, 25 DEG NOZZLE","DROP","7516","7518","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 3.0, 40 DEG NOZZLE","DROP","7516","7523","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 3.5, 40 DEG NOZZLE","DROP","7516","7524","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 4.5, 40 DEG NOZZLE","DROP","7516","7526","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 5.5, 40 DEG NOZZLE","DROP","7516","7528","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 6.0, 40 DEG NOZZLE","DROP","7516","7529","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 6.5, 40 DEG NOZZLE","DROP","7516","7530","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 7.0, 40 DEG NOZZLE","DROP","7516","7531","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 7.5, 40 DEG NOZZLE","DROP","7516","7532","Barrens","4.99","2.03"
"MPT DEG NOZZLE","1/8 MPT 8.0, 40 DEG NOZZLE","DROP","7516","7533","Barrens","4.99","2.03"
"MPT HIGH LIMIT SWITCH DEG F","3/8"" MPT HIGH LIMIT SWITCH 176 DEG F","KEEP","3914","3914","Barrens","60.99","45.29"
"MPT HIGH LIMIT SWITCH DEG F","1/2"" MPT HIGH LIMIT SWITCH 230 DEG F","DROP","3914","1440","Barrens","58.99","43.68"
"MPT HIGH LIMIT SWITCH DEG F","1/2"" MPT HIGH LIMIT SWITCH 330 DEG F","DROP","3914","1441","Barrens","58.99","44.09"
"MPT HIGH LIMIT SWITCH DEG F","3/8"" MPT HIGH LIMIT SWITCH 230 DEG F","DROP","3914","1444","Barrens","59.99","44.49"
"MPT HIGH LIMIT SWITCH DEG F","1/2"" MPT HIGH LIMIT SWITCH 210 DEG F","DROP","3914","3665","Barrens","59.99","44.89"
"MPT HIGH LIMIT SWITCH DEG F","1/2"" MPT HIGH LIMIT SWITCH 176 DEG F","DROP","3914","3915","Barrens","60.99","45.29"
"MPT HIGH LIMIT SWITCH DEG F WIRE","1/2MPT HIGH LIMIT SWITCH 330 DEG F. WITH 42"" WIRE","KEEP","5806","5806","Barrens","60.99","45.69"
"MPT HIGH LIMIT SWITCH DEG F WIRE","1/2MPT HIGH LIMIT SWITCH 225 DEG F. WITH 42"" WIRE","DROP","5806","4216","Barrens","57.99","43.28"
"MPT NOZZLE","1/4 MPT 1502 NOZZLE","KEEP","5652","5652","Barrens","5.99","3.34"
"MPT NOZZLE","1/4 MPT 2503 NOZZLE","DROP","5652","5656","Barrens","5.99","3.34"
"MPT NOZZLE","1/4 MPT 15025 NOZZLE","DROP","5652","5811","Barrens","5.99","3.34"
"MPT NOZZLE","1/4 MPT 2502 NOZZLE","DROP","5652","5841","Barrens","5.99","3.34"
"MPT NOZZLE","1/4 MPT 25025 NOZZLE","DROP","5652","5846","Barrens","5.99","3.34"
"MPT NOZZLE","1/4 MPT 2504 NOZZLE","DROP","5652","5850","Barrens","5.99","3.34"
"MPT NOZZLE","1/4 MPT 25045 NOZZLE","DROP","5652","5851","Barrens","5.99","3.34"
"MPT NOZZLE","1/4 MPT 2505 NOZZLE","DROP","5652","5852","Barrens","5.99","3.34"
"MPT NOZZLE","1/4 MPT 1503 NOZZLE","DROP","5652","6433","Barrens","5.99","3.34"
"MPT NOZZLE","(500)1/4 MPT 15035 NOZZLE","DROP","5652","6441","Barrens","5.99","3.34"
"MPT NOZZLE","1/4 MPT 1504 NOZZLE","DROP","5652","6508","Barrens","5.99","3.34"
"MPT NOZZLE","(500)1/4 MPT 25035 NOZZLE","DROP","5652","6521","Barrens","5.99","3.34"
"MPT NOZZLE","1/4 MPT 4003 NOZZLE","DROP","5652","6572","Barrens","5.99","3.34"
"MPT NOZZLE","(500)1/4 MPT 40035 NOZZLE","DROP","5652","6574","Barrens","5.99","3.34"
"MPT NOZZLE","(500)1/4 MPT 4004 NOZZLE","DROP","5652","6677","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 0004 NOZZLES","KEEP","4837","4837","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 0002 NOZZLES","DROP","4837","3137","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 00025 NOZZLES","DROP","4837","3161","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 4002 NOZZLES","DROP","4837","3286","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 40025 NOZZLES","DROP","4837","3321","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 0007 NOZZLES","DROP","4837","3322","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 00075 NOZZLES","DROP","4837","3324","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 0008 NOZZLES","DROP","4837","3338","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 0009 NOZZLES","DROP","4837","3412","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 0010 NOZZLES","DROP","4837","3416","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 1507 NOZZLES","DROP","4837","3426","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 15075 NOZZLES","DROP","4837","3475","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 1508 NOZZLES","DROP","4837","3482","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 1510 NOZZLES","DROP","4837","3483","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 1509 NOZZLES","DROP","4837","3515","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 2507 NOZZLES","DROP","4837","3518","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 25075 NOZZLES","DROP","4837","3520","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 2508 NOZZLES","DROP","4837","3555","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 2509 NOZZLES","DROP","4837","3572","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 2510 NOZZLES","DROP","4837","3581","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 4007 NOZZLES","DROP","4837","3607","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 40075 NOZZLES","DROP","4837","3612","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 4008 NOZZLES","DROP","4837","3618","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 4009 NOZZLES","DROP","4837","3625","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 4010 NOZZLES","DROP","4837","3629","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 0003 NOZZLES","DROP","4837","4835","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 00035 NOZZLES","DROP","4837","4836","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 00045 NOZZLES","DROP","4837","4838","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 0005 NOZZLES","DROP","4837","4839","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 00055 NOZZLES","DROP","4837","4841","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 0006 NOZZLES","DROP","4837","4848","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 00065 NOZZLES","DROP","4837","4851","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 15045 NOZZLES","DROP","4837","4870","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 1505 NOZZLES","DROP","4837","4873","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 15055 NOZZLES","DROP","4837","4874","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 1506 NOZZLES","DROP","4837","4875","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 15065 NOZZLES","DROP","4837","4882","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 25055 NOZZLES","DROP","4837","4898","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 2506 NOZZLES","DROP","4837","4911","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 25065 NOZZLES","DROP","4837","4914","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 40045 NOZZLES","DROP","4837","4929","Barrens","5.99","3.34"
"MPT NOZZLES","1/4 MPT 4005 NOZZLES","DROP","4837","4941","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 40055 NOZZLES","DROP","4837","4950","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 4006 NOZZLES","DROP","4837","4953","Barrens","5.99","3.34"
"MPT NOZZLES","(500)1/4 MPT 40065 NOZZLES","DROP","4837","4983","Barrens","5.99","3.34"
"MPT X FPT REDUCING BUSHING BANJO","1"" MPT x 1/2"" FPT Reducing Bushing Banjo","KEEP","RB100050","RB100050","MPWSR","4.89","3.89"
"MPT X FPT REDUCING BUSHING BANJO","1"" MPT x 3/4"" FPT Reducing Bushing Banjo","DROP","RB100050","RB100075","MPWSR","4.20","3.49"
"MPT X FPT STREET ELBOW","1/2MPT x 1/2FPT 90 Degree Street Elbow","KEEP","550288","550288","MPWSR","9.89","5.56"
"MPT X FPT STREET ELBOW","3/8MPT x 3/8FPT 90 Degree Street Elbow","DROP","550288","55026","MPWSR","6.00","4.20"
"MPT X HOSE BARB","1 1/4"" Mpt x 1 1/2"" Hose Barb","KEEP","HB125-150","HB125-150","MPWSR","4.80","3.37"
"MPT X HOSE BARB","1/2 mpt x 1/2 Hose Barb 1171","DROP","HB125-150","32017","MPWSR","4.50","2.94"
"MPT X HOSE BARB","1/2 Mpt x 3/8"" Hose Barb","DROP","HB125-150","BHB050-038","MPWSR","2.29","1.51"
"MPT X HOSE BARB","1/2 Mpt x 3/4"" Hose Barb","DROP","HB125-150","BHB050-075","MPWSR","3.25","1.69"
"MPT X HOSE BARB","3/4 Mpt x 1/2"" Hose Barb","DROP","HB125-150","BHB075-050","MPWSR","2.08","1.47"
"MPT X HOSE BARB","3/4 Mpt x 1"" Hose Barb","DROP","HB125-150","BHB075-100","MPWSR","2.90","2.02"
"MPT X HOSE BARB","1"" Mpt x 1"" Hose Barb","DROP","HB125-150","BHB100","MPWSR","3.55","2.10"
"MPT X HOSE BARB","1"" Mpt x 1 1/4"" Hose Barb","DROP","HB125-150","BHB100-125","MPWSR","3.50","2.69"
"MPT X HOSE BARB","1 1/4"" Mpt x 1 1/4"" Hose Barb","DROP","HB125-150","BHB125","MPWSR","2.92","2.18"
"MPT X HOSE BARB","1"" Mpt x 3/4"" Hose Barb","DROP","HB125-150","HB100-075","MPWSR","3.00","2.12"
"MPT X HOSE BARB","1 1/4 Mpt x 3/4"" Hose Barb","DROP","HB125-150","HB125-075","MPWSR","2.10","1.47"
"MPT X MPT ELBOW STEEL","90 MPT x MPT Elbow Steel 1/2","KEEP","55008","55008","MPWSR","6.99","4.86"
"MPT X MPT ELBOW STEEL","90 MPT x MPT Elbow Steel 3/8","DROP","55008","55006","MPWSR","5.30","3.45"
"MPT ZINC PLUG SINGLE","3/8 MPT Zinc Plug 4780 - Single","KEEP","24.0076","24.0076","MPWSR","3.20","1.76"
"MPT ZINC PLUG SINGLE","1/4 MPT Zinc plug 1993 - single","DROP","24.0076","24.0074","MPWSR","2.10","1.18"
"MTM BRASS FLOAT VALVE ASSY MPT","MTM BRASS FLOAT VALVE ASSY. 3/4"" MPT","KEEP","6995","6995","Barrens","40.99","30.70"
"MTM BRASS FLOAT VALVE ASSY MPT","MTM BRASS FLOAT VALVE ASSY. 1/2"" MPT","DROP","6995","6994","Barrens","37.99","27.92"
"MTM HI DRAW ADJ INJECTOR MPT X MPT","MTM HI-DRAW 1.8 ADJ INJECTOR 3/8MPT X 3/8MPT","KEEP","6634","6634","Barrens","19.99","13.88"
"MTM HI DRAW ADJ INJECTOR MPT X MPT","MTM HI-DRAW 2.1 ADJ INJECTOR 3/8MPT X 3/8MPT","DROP","6634","6635","Barrens","19.99","13.88"
"MTM HI DRAW ADJ INJECTOR MPT X MPT","MTM HI-DRAW 2.3 ADJ INJECTOR 3/8MPT X 3/8MPT","DROP","6634","6636","Barrens","19.99","13.88"
"MTM HI DRAW FIXED INJECTOR MPT X MPT","MTM HI-DRAW 1.8 FIXED INJECTOR 3/8MPT X 3/8MPT","KEEP","6631","6631","Barrens","14.99","10.20"
"MTM HI DRAW FIXED INJECTOR MPT X MPT","MTM HI-DRAW 2.1 FIXED INJECTOR 3/8MPT X 3/8MPT","DROP","6631","6632","Barrens","14.99","10.20"
"MTM HI DRAW FIXED INJECTOR MPT X MPT","MTM HI-DRAW 2.3 FIXED INJECTOR 3/8MPT X 3/8MPT","DROP","6631","6633","Barrens","14.99","10.20"
"MTM HYDRO NON MOLDED ALUMINUM LANCE","MTM Hydro 24"" Non-Molded Aluminum Lance","KEEP","28.0003","28.0003","MPWSR","7.25","5.08"
"MTM HYDRO NON MOLDED ALUMINUM LANCE","MTM Hydro 12"" Non-Molded Aluminum Lance","DROP","28.0003","28.0001","MPWSR","4.25","3.19"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5800 PSI 15.0 Turbo Nozzle","KEEP","16.0344","16.0344","MPWSR","170.00","125.99"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5000 PSI 3.0 Turbo Nozzle","DROP","16.0344","16.0078","MPWSR","80.00","49.99"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5000 PSI 3.5 Turbo Nozzle","DROP","16.0344","16.0079","MPWSR","80.00","50.99"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5000 PSI 4.0 Turbo Nozzle","DROP","16.0344","16.008","MPWSR","82.99","52.99"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5000 PSI 4.5 Turbo Nozzle","DROP","16.0344","16.0081","MPWSR","80.00","50.99"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5000 PSI 5.0 Turbo Nozzle","DROP","16.0344","16.0082","MPWSR","80.00","52.99"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5000 PSI 5.5 Turbo Nozzle","DROP","16.0344","16.0083","MPWSR","80.00","50.99"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5000 PSI 6.0 Turbo Nozzle","DROP","16.0344","16.0084","MPWSR","80.00","50.99"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5000 PSI 6.5 Turbo Nozzle","DROP","16.0344","16.0085","MPWSR","80.00","50.99"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5000 PSI 7.0 Turbo Nozzle","DROP","16.0344","16.0086","MPWSR","80.00","50.99"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5800PSI 10.0 Turbo Nozzle","DROP","16.0344","16.0087","MPWSR","125.00","98.50"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5800 PSI 12.0 Turbo Nozzle","DROP","16.0344","16.0088","MPWSR","125.00","95.50"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5800 PSI 8.0 Turbo Nozzle","DROP","16.0344","16.01","MPWSR","129.99","99.99"
"MTM HYDRO ROTOJET PSI TURBO NOZZLE","MTM Hydro RotoJet 5800 PSI 9.0 Turbo Nozzle","DROP","16.0344","16.0101","MPWSR","125.00","95.50"
"MTM HYDRO ROUND MOLDED GRIP PLATED STEEL LANCE","MTM Hydro 79"" Round Molded Grip Plated Steel Lance","KEEP","12.0057","12.0057","MPWSR","29.99","19.99"
"MTM HYDRO ROUND MOLDED GRIP PLATED STEEL LANCE","MTM Hydro 47"" Round Molded Grip Plated Steel Lance","DROP","12.0057","12.0055","MPWSR","19.78","15.01"
"MTM HYDRO ROUND MOLDED GRIP PLATED STEEL LANCE","MTM Hydro 59"" Round Molded Grip Plated Steel Lance","DROP","12.0057","12.0056","MPWSR","22.00","16.53"
"MUFFLER ASSEMBLY R ENGINE","MUFFLER ASSEMBLY R420-2 ENGINE","KEEP","85.571.030","85.571.030","BE","50.99","40.00"
