"NameKey","ItemName","Action","KeptSku","SKU","Price","DefaultUnitCost","DescriptionLength","Vendor"
"1 2IN STEM X 1 2IN PTF METAL ELBOW","1/2in stem x 1/2in ptf metal ELBOW","KEEP","62001-M","62001-M","12.02","8.42","161","Tucker"
"1 2IN STEM X 1 2IN PTF PLASTIC ELBOW","1/2in stem x 1/2in ptf Plastic ELBOW","KEEP","62001","62001","10.93","7.65","143","Tucker"
"1 2IN STEM X 3 8IN BARB 45 DEG","1/2in Stem x 3/8in Barb 45 deg","KEEP","63031","63031","3.71","2.60","79","Tucker"
"1 2IN X 3 8IN BRASS FACE BUSHING","1/2in x 3/8in Brass Face Bushing","KEEP","63029","63029","2.58","1.81","81","Tucker"
"1 2MPT HIGH LIMIT SWITCH 225 DEG F WITH 42 WIRE","1/2MPT HIGH LIMIT SWITCH 225 DEG F. WITH 42"" WIRE","KEEP","4216","4216","57.99","43.28","49","Barrens"
"1 2MPT HIGH LIMIT SWITCH 330 DEG F WITH 42 WIRE","1/2MPT HIGH LIMIT SWITCH 330 DEG F. WITH 42"" WIRE","KEEP","5806","5806","60.99","45.69","49","Barrens"
"1 2MPT X 1 2FPT 90 DEGREE STREET ELBOW","1/2MPT x 1/2FPT 90 Degree Street Elbow","KEEP","550288","550288","9.89","5.56","70","MPWSR"
"1 2X1 2X1 2 STEM UNION T BLACK","1/2x1/2x1/2 Stem Union T-Black","KEEP","63013","63013","8.89","6.23","94","Tucker"
"1 2X1 2X1 4 TUBE UNION TEE BLACK","1/2x1/2x1/4 Tube Union Tee-Black","KEEP","63015","63015","9.57","6.70","141","Tucker"
"1 3 WAY SIDELOAD VALVE","1"" 3 Way Sideload Valve","KEEP","BV100SL","BV100SL","67.46","51.71","37","MPWSR"
"1 304 SS HEX NIPPLE","1"" 304 SS Hex Nipple","KEEP","62725","62725","14.70","11.02","400","MPWSR"
"1 304 SS TEE","1"" 304 SS Tee","KEEP","62255","62255","21.50","15.03","400","MPWSR"
"1 316 SS 90 DEGREE STREET EL","1"" 316 SS 90 degree Street El","KEEP","63165","63165","29.40","22.04","29","MPWSR"
"1 4 1 4 HOSE BARB","1/4"" 1/4"" Hose Barb","KEEP","BHB025","BHB025","1.80","1.25","19","MPWSR"
"1 4 25FT HOSE 3000 PSI M22XM22","1/4"" 25ft Hose 3000 PSI M22xM22","KEEP","080032008","080032008","20.10","15.08","31","MPWSR"
"1 4 50 HOSE 3 2K M22XM22","1/4"" 50' Hose 3.2K M22xM22","KEEP","080032020","080032020","29.40","22.06","36","MPWSR"
"1 4 90 DEGREE STREET ELBOW BRASS","1/4"" 90 degree street elbow brass","KEEP","28157S","28157S","3.95","2.37","54","MPWSR"
"1 4 90 STREET ELBOW STEEL","1/4"" 90 Street elbow steel","KEEP","55024","55024","4.99","2.50","32","MPWSR"
"1 4 ALBA AISI 316 SS FXF NPT PTFE W LEVER 1450 PS","1/4"" ALBA AISI 316 SS FxF NPT PTFE W/LEVER 1450 PS","KEEP","7476","7476","50.99","36.39","400","Barrens"
"1 4 BARB X 1 4 THREAD PUSHLOCK","1/4 Barb x 1/4 Thread PushLock","KEEP","30201","30201","3.20","2.21","36","MPWSR"
"1 4 BARB X 1 8 MPT BRASS","1/4'' barb x 1/8'' MPT - Brass","KEEP","MPWSR-1-4-BARB-X-1-8-MPT-BRASS","MPWSR-1-4-BARB-X-1-8-MPT-BRASS","2.15","1.47","30","MPWSR"
"1 4 BARB X 3 8 THREAD PUSHLOCK","1/4 Barb x 3/8 Thread PushLock","KEEP","MPWSR-1-4-BARB-X-3-8-THREAD-PUSHLOCK","MPWSR-1-4-BARB-X-3-8-THREAD-PUSHLOCK","4.20","2.94","36","MPWSR"
"1 4 BLACK O RING","1/4'' black o-ring","KEEP","OR-110-BN-70-BLACK","OR-110-BN-70-BLACK","0.30","0.24","18","MPWSR"
"1 4 BLACK UNISEAL PIPE TO TANK SEAL","1/4"" Black Uniseal® Pipe-to-Tank Seal","KEEP","32295","32295","1.49","0.99","400","MPWSR"
"1 4 CLEAR POLY BRAIDED HOSE 300FT ROLL","1/4"" Clear Poly Braided Hose - 300ft Roll","KEEP","RAMP-025-CBH-300","RAMP-025-CBH-300","150.00","91.91","356","MPWSR"
"1 4 CLEAR POLY BRAIDED HOSE PER FT","1/4"" Clear Poly Braided Hose (per ft)","KEEP","RAMP-025-CBH-BTF","RAMP-025-CBH-BTF","0.55","0.35","37","MPWSR"
"1 4 FNPT MICRO VALVE FKM","1/4"" FNPT Micro Valve FKM","KEEP","BLV025V","BLV025V","22.62","18.94","33","MPWSR"
"1 4 FPT BRASS SOCKET 3719 SINGLE","1/4 FPT Brass Socket 3719 - single","KEEP","24.0067","24.0067","6.49","3.25","68","MPWSR"
"1 4 FPT SS PLUG 4602 SINGLE","1/4"" FPT SS Plug 4602 - single","KEEP","24.0079","24.0079","3.99","2.20","71","MPWSR"
"1 4 FPT SS SOCKET 2024 SINGLE","1/4"" FPT SS Socket 2024 - Single","KEEP","24.0061","24.0061","8.99","4.50","75","MPWSR"
"1 4 FPT X 1 2 MPT BUSHING 2577","1/4 FPT x 1/2 MPT Bushing 2577","KEEP","540684","540684","2.90","2.02","55","MPWSR"
"1 4 FPT X 3 8 MPT BUSHING 2576","1/4 FPT x 3/8 MPT Bushing 2576","KEEP","540664","540664","3.99","2.25","39","MPWSR"
"1 4 FPT ZINC PLUG 2192 SINGLE","1/4"" FPT Zinc plug 2192 - Single","KEEP","24.0073","24.0073","2.10","1.26","78","MPWSR"
"1 4 FUEL LINE","1/4"" fuel line","KEEP","FUEL-025","FUEL-025","2.25","1.58","77","MPWSR"
"1 4 GALVANIZED COUPLER","1/4"" GALVANIZED COUPLER","KEEP","2296","2296","4.99","2.09","23","Barrens"
"1 4 GP THERMAL RELIEF VALVE","1/4"" GP Thermal Relief Valve","KEEP","100556","100556","11.75","8.10","28","MPWSR"
"1 4 HIGH PRESSURE FILTER W QC PLUG","1/4"" High Pressure Filter w/ QC Plug","KEEP","23.0014","23.0014","16.99","14.00","400","MPWSR"
"1 4 HIGH TEMP SILICONE ORING ORANGE","1/4 "" High Temp Silicone Oring Orange","KEEP","OR-110-SL-70-ORANGE","OR-110-SL-70-ORANGE","0.75","0.43","37","MPWSR"
"1 4 HOSE BARB X 3 8 MPT 90 DEGREE ELBOW","1/4"" HOSE BARB X 3/8"" MPT 90 degree Elbow","KEEP","32309LF","32309LF","5.99","3.99","41","MPWSR"
"1 4 HOSE BARB X MIP 304 SS","1/4 HOSE BARB X MIP 304 SS","KEEP","73951","73951","8.98","6.54","26","MPWSR"
"1 4 I MEG 1502 NOZZLE WITH VANE","1/4 I-MEG 1502 NOZZLE WITH VANE","KEEP","4966","4966","9.99","6.44","31","Barrens"
"1 4 I MEG 15025 NOZZLE WITH VANE","1/4 I-MEG 15025 NOZZLE WITH VANE","KEEP","4967","4967","9.99","6.44","32","Barrens"
"1 4 I MEG 1503 NOZZLE WITH VANE","1/4 I-MEG 1503 NOZZLE WITH VANE","KEEP","4968","4968","9.99","6.44","31","Barrens"
"1 4 I MEG 2502 NOZZLE WITH VANE","1/4 I-MEG 2502 NOZZLE WITH VANE","KEEP","4969","4969","9.99","6.44","31","Barrens"
"1 4 I MEG 25025 NOZZLE WITH VANE","1/4 I-MEG 25025 NOZZLE WITH VANE","KEEP","4970","4970","9.99","6.44","32","Barrens"
"1 4 I MEG 2503 NOZZLE WITH VANE","1/4 I-MEG 2503 NOZZLE WITH VANE","KEEP","4971","4971","9.99","6.44","31","Barrens"
"1 4 INLINE MOSMATIC SWIVEL","1/4"" inline mosmatic swivel","KEEP","32.552","32.552","39.40","31.50","27","MPWSR"
"1 4 KEYWAY","1/4"" keyway","KEEP","22.316.316","22.316.316","2.49","1.49","11","MPWSR"
"1 4 LANCE FREIGHT SAVER COLLAR NICKEL PLATED","1/4"" LANCE FREIGHT SAVER COLLAR, NICKEL PLATED","KEEP","6362","6362","3.99","1.96","46","Barrens"
"1 4 M X 5 16 PTF","1/4""M x 5/16"" PTF","KEEP","62056","62056","3.93","2.76","66","Tucker"
"1 4 MEG 0002 WASHJET SPRAY NOZZLE","1/4 MEG 0002 WASHJET SPRAY NOZZLE","KEEP","1170","1170","8.99","5.39","33","Barrens"
"1 4 MEG 0003 WASHJET SPRAY NOZZLE","1/4 MEG 0003 WASHJET SPRAY NOZZLE","KEEP","1167","1167","8.99","5.39","33","Barrens"
"1 4 MEG 00035 WASHJET SPRAY NOZZLE","1/4 MEG 00035 WASHJET SPRAY NOZZLE","KEEP","1165","1165","8.99","5.39","34","Barrens"
"1 4 MEG 0004 WASHJET SPRAY NOZZLE","1/4 MEG 0004 WASHJET SPRAY NOZZLE","KEEP","1163","1163","8.99","5.39","33","Barrens"
"1 4 MEG 00045 WASHJET SPRAY NOZZLE","1/4 MEG 00045 WASHJET SPRAY NOZZLE","KEEP","1162","1162","8.99","5.39","34","Barrens"
"1 4 MEG 0005 WASHJET SPRAY NOZZLE","1/4 MEG 0005 WASHJET SPRAY NOZZLE","KEEP","1161","1161","8.99","5.39","33","Barrens"
"1 4 MEG 00055 WASHJET SPRAY NOZZLE","1/4 MEG 00055 WASHJET SPRAY NOZZLE","KEEP","1160","1160","8.99","5.39","34","Barrens"
"1 4 MEG 0006 WASHJET SPRAY NOZZLE","1/4 MEG 0006 WASHJET SPRAY NOZZLE","KEEP","1159","1159","8.99","5.39","33","Barrens"
"1 4 MEG 00065 WASHJET SPRAY NOZZLE","1/4 MEG 00065 WASHJET SPRAY NOZZLE","KEEP","1158","1158","8.99","5.39","34","Barrens"
"1 4 MEG 0007 WASHJET SPRAY NOZZLE","1/4 MEG 0007 WASHJET SPRAY NOZZLE","KEEP","1156","1156","8.99","5.39","33","Barrens"
"1 4 MEG 00075 WASHJET SPRAY NOZZLE","1/4 MEG 00075 WASHJET SPRAY NOZZLE","KEEP","1700","1700","8.99","5.39","34","Barrens"
"1 4 MEG 0008 WASHJET SPRAY NOZZLE","1/4 MEG 0008 WASHJET SPRAY NOZZLE","KEEP","1154","1154","8.99","5.39","33","Barrens"
"1 4 MEG 00085 WASHJET SPRAY NOZZLE","1/4 MEG 00085 WASHJET SPRAY NOZZLE","KEEP","2065","2065","8.99","5.39","34","Barrens"
"1 4 MEG 0009 WASHJET SPRAY NOZZLE","1/4 MEG 0009 WASHJET SPRAY NOZZLE","KEEP","1153","1153","8.99","5.39","33","Barrens"
"1 4 MEG 0010 WASHJET SPRAY NOZZLE","1/4 MEG 0010 WASHJET SPRAY NOZZLE","KEEP","1152","1152","8.99","5.39","33","Barrens"
"1 4 MEG 0012 NOZZLE SS","1/4 Meg 0012 Nozzle SS","KEEP","821000012","821000012","7.29","5.52","313","MPWSR"
"1 4 MEG 0015 NOZZLE SS","1/4 Meg 0015 Nozzle SS","KEEP","821000015","821000015","7.29","5.52","313","MPWSR"
"1 4 MEG 0015 WASHJET SPRAY NOZZLE","1/4 MEG 0015 WASHJET SPRAY NOZZLE","KEEP","6015","6015","8.99","5.39","33","Barrens"
"1 4 MEG 0020 NOZZLE SS","1/4 Meg 0020 Nozzle SS","KEEP","821000020","821000020","7.29","5.52","313","MPWSR"
"1 4 MEG 0020 WASHJET SPRAY NOZZLE","1/4 MEG 0020 WASHJET SPRAY NOZZLE","KEEP","2227","2227","8.99","5.39","33","Barrens"
"1 4 MEG 0025 NOZZLE SS","1/4 Meg 0025 Nozzle SS","KEEP","821500025","821500025","7.29","5.52","313","MPWSR"
"1 4 MEG 0030 NOZZLE SS","1/4 Meg 0030 Nozzle SS","KEEP","821000030","821000030","7.29","5.52","313","MPWSR"
"1 4 MEG 0030 WASHJET SPRAY NOZZLE","1/4 MEG 0030 WASHJET SPRAY NOZZLE","KEEP","3521","3521","8.99","5.39","400","Barrens"
"1 4 MEG 0035 NOZZLE SS","1/4 Meg 0035 Nozzle SS","KEEP","821000035","821000035","7.29","5.52","313","MPWSR"
"1 4 MEG 0040 NOZZLE SS","1/4 Meg 0040 Nozzle SS","KEEP","821000040","821000040","7.29","5.52","313","MPWSR"
"1 4 MEG 0040 WASHJET SPRAY NOZZLE","1/4 MEG 0040 WASHJET SPRAY NOZZLE","KEEP","3626","3626","8.99","5.39","400","Barrens"
"1 4 MEG 0050 NOZZLE SS","1/4 Meg 0050 Nozzle SS","KEEP","821000050","821000050","7.29","5.52","313","MPWSR"
"1 4 MEG 0050 WASHJET SPRAY NOZZLE","1/4 MEG 0050 WASHJET SPRAY NOZZLE","KEEP","3780","3780","8.99","5.39","33","Barrens"
"1 4 MEG 0060 NOZZLE SS","1/4 Meg 0060 Nozzle SS","KEEP","821000060","821000060","7.29","5.52","313","MPWSR"
"1 4 MEG 0060 WASHJET SPRAY NOZZLE","1/4 MEG 0060 WASHJET SPRAY NOZZLE","KEEP","4257","4257","8.99","5.39","33","Barrens"
"1 4 MEG 0070 WASHJET SPRAY NOZZLE","1/4 MEG 0070 WASHJET SPRAY NOZZLE","KEEP","4720","4720","8.99","5.39","33","Barrens"
"1 4 MEG 0504 WASHJET SPRAY NOZZLE","1/4 MEG 0504 WASHJET SPRAY NOZZLE","KEEP","4112","4112","8.99","5.39","33","Barrens"
"1 4 MEG 0505 WASHJET SPRAY NOZZLE","1/4 MEG 0505 WASHJET SPRAY NOZZLE","KEEP","4290","4290","8.99","5.39","33","Barrens"
"1 4 MEG 05055 WASHJET SPRAY NOZZLE","1/4 MEG 05055 WASHJET SPRAY NOZZLE","KEEP","3755","3755","8.99","5.39","34","Barrens"
"1 4 MEG 0506 WASHJET SPRAY NOZZLE","1/4 MEG 0506 WASHJET SPRAY NOZZLE","KEEP","3756","3756","8.99","5.39","33","Barrens"
"1 4 MEG 05065 WASHJET SPRAY NOZZLE","1/4 MEG 05065 WASHJET SPRAY NOZZLE","KEEP","4280","4280","8.99","5.39","34","Barrens"
"1 4 MEG 0512 NOZZLE SS","1/4 Meg 0512 Nozzle SS","KEEP","821500512","821500512","7.29","5.52","313","MPWSR"
"1 4 MEG 0515 NOZZLE SS","1/4 Meg 0515 Nozzle SS","KEEP","821500515","821500515","7.29","5.52","313","MPWSR"
"1 4 MEG 0515 WASHJET SPRAY NOZZLE","1/4 MEG 0515 WASHJET SPRAY NOZZLE","KEEP","4293","4293","8.99","5.39","33","Barrens"
"1 4 MEG 0520 NOZZLE SS","1/4 Meg 0520 Nozzle SS","KEEP","821500520","821500520","7.29","5.52","313","MPWSR"
"1 4 MEG 0530 NOZZLE SS","1/4 Meg 0530 Nozzle SS","KEEP","821500530","821500530","7.29","5.52","313","MPWSR"
"1 4 MEG 0540 NOZZLE SS","1/4 Meg 0540 Nozzle SS","KEEP","821500540","821500540","7.29","5.52","313","MPWSR"
"1 4 MEG 0540 WASHJET SPRAY NOZZLE","1/4 MEG 0540 WASHJET SPRAY NOZZLE","KEEP","2480","2480","8.99","5.39","33","Barrens"
"1 4 MEG 0550 WASHJET SPRAY NOZZLE","1/4 MEG 0550 WASHJET SPRAY NOZZLE","KEEP","7243","7243","8.99","5.39","33","Barrens"
"1 4 MEG 0560 NOZZLE SS","1/4 Meg 0560 Nozzle SS","KEEP","821500560","821500560","7.29","5.52","313","MPWSR"
"1 4 MEG 0560 WASHJET SPRAY NOZZLE","1/4 MEG 0560 WASHJET SPRAY NOZZLE","KEEP","2485","2485","8.99","5.39","33","Barrens"
"1 4 MEG 1501 WASHJET SPRAY NOZZLE","1/4 MEG 1501 WASHJET SPRAY NOZZLE","KEEP","7242","7242","8.99","5.39","33","Barrens"
"1 4 MEG 15015 WASHJET SPRAY NOZZLE","1/4 MEG 15015 WASHJET SPRAY NOZZLE","KEEP","2502","2502","8.99","5.39","34","Barrens"
"1 4 MEG 1502 WASHJET SPRAY NOZZLE","1/4 MEG 1502 WASHJET SPRAY NOZZLE","KEEP","1151","1151","8.99","5.39","33","Barrens"
"1 4 MEG 15025 WASHJET SPRAY NOZZLE","1/4 MEG 15025 WASHJET SPRAY NOZZLE","KEEP","1687","1687","8.99","5.39","34","Barrens"
"1 4 MEG 1503 WASHJET SPRAY NOZZLE","1/4 MEG 1503 WASHJET SPRAY NOZZLE","KEEP","1150","1150","8.99","5.39","33","Barrens"
"1 4 MEG 15035 WASHJET SPRAY NOZZLE","1/4 MEG 15035 WASHJET SPRAY NOZZLE","KEEP","1148","1148","8.99","5.39","34","Barrens"
"1 4 MEG 1504 WASHJET SPRAY NOZZLE","1/4 MEG 1504 WASHJET SPRAY NOZZLE","KEEP","1146","1146","8.99","5.39","33","Barrens"
"1 4 MEG 15045 WASHJET SPRAY NOZZLE","1/4 MEG 15045 WASHJET SPRAY NOZZLE","KEEP","1145","1145","8.99","5.39","400","Barrens"
"1 4 MEG 1505 WASHJET SPRAY NOZZLE","1/4 MEG 1505 WASHJET SPRAY NOZZLE","KEEP","1143","1143","8.99","5.39","33","Barrens"
"1 4 MEG 15055 WASHJET SPRAY NOZZLE","1/4 MEG 15055 WASHJET SPRAY NOZZLE","KEEP","1142","1142","8.99","5.39","34","Barrens"
"1 4 MEG 1506 WASHJET SPRAY NOZZLE","1/4 MEG 1506 WASHJET SPRAY NOZZLE","KEEP","1141","1141","8.99","5.39","33","Barrens"
"1 4 MEG 15065 WASHJET SPRAY NOZZLE","1/4 MEG 15065 WASHJET SPRAY NOZZLE","KEEP","1140","1140","8.99","5.39","34","Barrens"
"1 4 MEG 1507 WASHJET SPRAY NOZZLE","1/4 MEG 1507 WASHJET SPRAY NOZZLE","KEEP","1139","1139","8.99","5.39","33","Barrens"
"1 4 MEG 15075 WASHJET SPRAY NOZZLE","1/4 MEG 15075 WASHJET SPRAY NOZZLE","KEEP","1701","1701","8.99","5.39","34","Barrens"
"1 4 MEG 1508 WASHJET SPRAY NOZZLE","1/4 MEG 1508 WASHJET SPRAY NOZZLE","KEEP","1138","1138","8.99","5.39","33","Barrens"
"1 4 MEG 15085 WASHJET SPRAY NOZZLE","1/4 MEG 15085 WASHJET SPRAY NOZZLE","KEEP","2066","2066","8.99","5.39","34","Barrens"
"1 4 MEG 1509 WASHJET SPRAY NOZZLE","1/4 MEG 1509 WASHJET SPRAY NOZZLE","KEEP","1137","1137","8.99","5.39","33","Barrens"
"1 4 MEG 1510 WASHJET SPRAY NOZZLE","1/4 MEG 1510 WASHJET SPRAY NOZZLE","KEEP","1136","1136","8.99","5.39","33","Barrens"
"1 4 MEG 1511 WASHJET SPRAY NOZZLE","1/4 MEG 1511 WASHJET SPRAY NOZZLE","KEEP","1135","1135","8.99","5.39","400","Barrens"
"1 4 MEG 1512 NOZZLE SS","1/4 Meg 1512 Nozzle SS","KEEP","821001512","821001512","7.29","5.52","313","MPWSR"
"1 4 MEG 1512 WASHJET SPRAY NOZZLE","1/4 MEG 1512 WASHJET SPRAY NOZZLE","KEEP","1132","1132","8.99","5.39","33","Barrens"
"1 4 MEG 1513 WASHJET SPRAY NOZZLE","1/4 MEG 1513 WASHJET SPRAY NOZZLE","KEEP","1131","1131","8.99","5.39","33","Barrens"
"1 4 MEG 1515 NOZZLE SS","1/4 Meg 1515 Nozzle SS","KEEP","821001515","821001515","7.29","5.52","313","MPWSR"
"1 4 MEG 1515 WASHJET SPRAY NOZZLE","1/4 MEG 1515 WASHJET SPRAY NOZZLE","KEEP","1129","1129","8.99","5.39","33","Barrens"
"1 4 MEG 1520 NOZZLE SS","1/4 Meg 1520 Nozzle SS","KEEP","821501520","821501520","7.29","5.52","313","MPWSR"
"1 4 MEG 1520 WASHJET SPRAY NOZZLE","1/4 MEG 1520 WASHJET SPRAY NOZZLE","KEEP","1128","1128","8.99","5.39","33","Barrens"
"1 4 MEG 1525 NOZZLE SS","1/4 Meg 1525 Nozzle SS","KEEP","821501525","821501525","7.29","5.52","313","MPWSR"
"1 4 MEG 1525 WASHJET SPRAY NOZZLE","1/4 MEG 1525 WASHJET SPRAY NOZZLE","KEEP","5281","5281","8.99","5.39","33","Barrens"
"1 4 MEG 1530 NOZZLE SS","1/4 Meg 1530 Nozzle SS","KEEP","821601530","821601530","7.29","5.52","313","MPWSR"
"1 4 MEG 1530 WASHJET SPRAY NOZZLE","1/4 MEG 1530 WASHJET SPRAY NOZZLE","KEEP","3232","3232","8.99","5.39","33","Barrens"
"1 4 MEG 1535 NOZZLE SS","1/4 Meg 1535 Nozzle SS","KEEP","821001535","821001535","7.29","5.52","313","MPWSR"
"1 4 MEG 1540 NOZZLE SS","1/4 Meg 1540 Nozzle SS","KEEP","821001540","821001540","7.29","5.52","313","MPWSR"
"1 4 MEG 1540 WASHJET SPRAY NOZZLE","1/4 MEG 1540 WASHJET SPRAY NOZZLE","KEEP","3233","3233","8.99","5.39","33","Barrens"
"1 4 MEG 1550 WASHJET SPRAY NOZZLE","1/4 MEG 1550 WASHJET SPRAY NOZZLE","KEEP","6111","6111","8.99","5.39","33","Barrens"
"1 4 MEG 1560 WASHJET SPRAY NOZZLE","1/4 MEG 1560 WASHJET SPRAY NOZZLE","KEEP","6119","6119","8.99","5.39","33","Barrens"
"1 4 MEG 25015 WASHJET SPRAY NOZZLE","1/4 MEG 25015 WASHJET SPRAY NOZZLE","KEEP","7316","7316","8.99","5.39","34","Barrens"
"1 4 MEG 2502 WASHJET SPRAY NOZZLE","1/4 MEG 2502 WASHJET SPRAY NOZZLE","KEEP","1768","1768","8.99","5.39","33","Barrens"
"1 4 MEG 25025 WASHJET SPRAY NOZZLE","1/4 MEG 25025 WASHJET SPRAY NOZZLE","KEEP","2812","2812","8.99","5.39","34","Barrens"
"1 4 MEG 2503 WASHJET SPRAY NOZZLE","1/4 MEG 2503 WASHJET SPRAY NOZZLE","KEEP","1769","1769","8.99","5.39","33","Barrens"
"1 4 MEG 25035 WASHJET SPRAY NOZZLE","1/4 MEG 25035 WASHJET SPRAY NOZZLE","KEEP","1125","1125","8.99","5.39","34","Barrens"
"1 4 MEG 2504 WASHJET SPRAY NOZZLE","1/4 MEG 2504 WASHJET SPRAY NOZZLE","KEEP","1124","1124","8.99","5.39","33","Barrens"
"1 4 MEG 25045 WASHJET SPRAY NOZZLE","1/4 MEG 25045 WASHJET SPRAY NOZZLE","KEEP","1122","1122","8.99","5.39","34","Barrens"
"1 4 MEG 2505 WASHJET SPRAY NOZZLE","1/4 MEG 2505 WASHJET SPRAY NOZZLE","KEEP","1121","1121","8.99","5.39","400","Barrens"
"1 4 MEG 25055 WASHJET SPRAY NOZZLE","1/4 MEG 25055 WASHJET SPRAY NOZZLE","KEEP","1119","1119","8.99","5.39","34","Barrens"
"1 4 MEG 2506 WASHJET SPRAY NOZZLE","1/4 MEG 2506 WASHJET SPRAY NOZZLE","KEEP","1118","1118","8.99","5.39","33","Barrens"
"1 4 MEG 25065 WASHJET SPRAY NOZZLE","1/4 MEG 25065 WASHJET SPRAY NOZZLE","KEEP","1117","1117","8.99","5.39","34","Barrens"
"1 4 MEG 2507 WASHJET SPRAY NOZZLE","1/4 MEG 2507 WASHJET SPRAY NOZZLE","KEEP","1115","1115","8.99","5.39","33","Barrens"
"1 4 MEG 25075 WASHJET SPRAY NOZZLE","1/4 MEG 25075 WASHJET SPRAY NOZZLE","KEEP","1702","1702","8.99","5.39","34","Barrens"
"1 4 MEG 2508 WASHJET SPRAY NOZZLE","1/4 MEG 2508 WASHJET SPRAY NOZZLE","KEEP","1114","1114","8.99","5.39","33","Barrens"
"1 4 MEG 25085 WASHJET SPRAY NOZZLE","1/4 MEG 25085 WASHJET SPRAY NOZZLE","KEEP","3237","3237","8.99","5.39","34","Barrens"
"1 4 MEG 2509 WASHJET SPRAY NOZZLE","1/4 MEG 2509 WASHJET SPRAY NOZZLE","KEEP","1112","1112","8.99","5.19","33","Barrens"
"1 4 MEG 2510 WASHJET SPRAY NOZZLE","1/4 MEG 2510 WASHJET SPRAY NOZZLE","KEEP","1111","1111","8.99","5.39","33","Barrens"
"1 4 MEG 2511 WASHJET SPRAY NOZZLE","1/4 MEG 2511 WASHJET SPRAY NOZZLE","KEEP","1109","1109","8.99","5.39","33","Barrens"
"1 4 MEG 2512 NOZZLE SS","1/4 Meg 2512 Nozzle SS","KEEP","821002512","821002512","7.29","5.52","313","MPWSR"
"1 4 MEG 2512 WASHJET SPRAY NOZZLE","1/4 MEG 2512 WASHJET SPRAY NOZZLE","KEEP","1108","1108","8.99","5.39","33","Barrens"
"1 4 MEG 2513 WASHJET SPRAY NOZZLE","1/4 MEG 2513 WASHJET SPRAY NOZZLE","KEEP","3244","3244","8.99","5.39","33","Barrens"
"1 4 MEG 2515 NOZZLE SS","1/4 Meg 2515 Nozzle SS","KEEP","821002515","821002515","7.29","5.52","313","MPWSR"
"1 4 MEG 2515 WASHJET SPRAY NOZZLE","1/4 MEG 2515 WASHJET SPRAY NOZZLE","KEEP","1107","1107","8.99","5.39","33","Barrens"
"1 4 MEG 2520 NOZZLE SS","1/4 Meg 2520 Nozzle SS","KEEP","821002520","821002520","7.29","5.52","313","MPWSR"
"1 4 MEG 2520 WASHJET SPRAY NOZZLE","1/4 MEG 2520 WASHJET SPRAY NOZZLE","KEEP","1106","1106","8.99","5.39","33","Barrens"
"1 4 MEG 2525 NOZZLE SS","1/4 Meg 2525 Nozzle SS","KEEP","821502525","821502525","7.29","5.52","313","MPWSR"
"1 4 MEG 2530 NOZZLE SS","1/4 Meg 2530 Nozzle SS","KEEP","821002530","821002530","7.29","5.52","313","MPWSR"
"1 4 MEG 2530 WASHJET SPRAY NOZZLE","1/4 MEG 2530 WASHJET SPRAY NOZZLE","KEEP","3245","3245","8.99","5.39","33","Barrens"
"1 4 MEG 2535 NOZZLE SS","1/4 Meg 2535 Nozzle SS","KEEP","821002535","821002535","7.29","5.52","313","MPWSR"
"1 4 MEG 2540 NOZZLE SS","1/4 Meg 2540 Nozzle SS","KEEP","821002540","821002540","7.29","5.52","313","MPWSR"
"1 4 MEG 2540 WASHJET SPRAY NOZZLE","1/4 MEG 2540 WASHJET SPRAY NOZZLE","KEEP","3246","3246","8.99","5.39","33","Barrens"
"1 4 MEG 2550 WASHJET SPRAY NOZZLE","1/4 MEG 2550 WASHJET SPRAY NOZZLE","KEEP","2364","2364","8.99","5.39","33","Barrens"
"1 4 MEG 2560 NOZZLE SS","1/4 Meg 2560 Nozzle SS","KEEP","821002560","821002560","7.29","5.52","313","MPWSR"
"1 4 MEG 2560 WASHJET SPRAY NOZZLE","1/4 MEG 2560 WASHJET SPRAY NOZZLE","KEEP","2735","2735","8.99","5.39","33","Barrens"
"1 4 MEG 4002 WASHJET SPRAY NOZZLE","1/4 MEG 4002 WASHJET SPRAY NOZZLE","KEEP","3235","3235","8.99","5.39","33","Barrens"
"1 4 MEG 4003 WASHJET SPRAY NOZZLE","1/4 MEG 4003 WASHJET SPRAY NOZZLE","KEEP","1770","1770","8.99","5.39","33","Barrens"
"1 4 MEG 40035 WASHJET SPRAY NOZZLE","1/4 MEG 40035 WASHJET SPRAY NOZZLE","KEEP","1771","1771","8.99","5.39","34","Barrens"
"1 4 MEG 4004 WASHJET SPRAY NOZZLE","1/4 MEG 4004 WASHJET SPRAY NOZZLE","KEEP","1104","1104","8.99","5.39","33","Barrens"
"1 4 MEG 40045 WASHJET SPRAY NOZZLE","1/4 MEG 40045 WASHJET SPRAY NOZZLE","KEEP","1103","1103","8.99","5.39","34","Barrens"
"1 4 MEG 4005 WASHJET SPRAY NOZZLE","1/4 MEG 4005 WASHJET SPRAY NOZZLE","KEEP","1102","1102","8.99","5.39","33","Barrens"
"1 4 MEG 40055 WASHJET SPRAY NOZZLE","1/4 MEG 40055 WASHJET SPRAY NOZZLE","KEEP","1100","1100","8.99","5.39","34","Barrens"
"1 4 MEG 4006 WASHJET SPRAY NOZZLE","1/4 MEG 4006 WASHJET SPRAY NOZZLE","KEEP","1099","1099","8.99","5.39","33","Barrens"
