Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled AZ Cleaning Supplies,Current Quantity AZ Cleaning Supplies,New Quantity AZ Cleaning Supplies,Stock Alert Enabled AZ Cleaning Supplies,Stock Alert Count AZ Cleaning Supplies,Price AZ Cleaning Supplies,Enabled AZCS,Current Quantity AZCS,New Quantity AZCS,Stock Alert Enabled AZCS,Stock Alert Count AZCS,Price AZCS
F7X7VT4LYANA2ULQQKEQLOHD,No 9 Clamp w/ all hardware Tucker® V2,Number 9 Clamp w/all hardware Tucker® V2,Regular,,T-T9-V2-COMPLETE,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,0.5,,,,,,,26.46,,Y,Y,,Y,,,,18.52,Tucker,T-T9-V2-COMPLETE,N,0,,N,0,,Y,0,,N,0,26.46
G6FJBUZX2VB6GJT26AN3UWRK,No Flat Wheel,No Flat Wheel,Regular,,T-WHEEL-NF,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,56.23,,Y,Y,,Y,,,,39.37,Tucker,T-WHEEL-NF,N,0,,N,0,,Y,0,,N,0,56.23
5666J3GP6WEM7LNOPWUVLKG6,No Flat Wheel Retrofit Kit w/ 2 bolts and 2 split washers,No Flat Wheel Retrofit Kit,Regular,,T-NOFLAT-KIT,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,10,,,,,,,126.35,,Y,Y,,Y,,,,88.45,Tucker,T-NOFLAT-KIT,N,0,,N,0,,Y,0,,N,0,126.35
4AS3OYROJCS2A2MKVK7CRHLE,Nozzle opener tool,,Regular,,6791,"Nozzle opener tool quickly cleans material from nozzle orifice, extending the nozzle life. Brass construction",Tools,Tools,,,,,Hidden,Physical good,,,,N,N,N,N,15.50,,Y,,,,,,,6.66,Barens,,Y,15,,,,,N,0,,,,
FQPQYD5XNMUZEO7VKSTGYK6H,NuTopp Roof Rejuvenator,,Regular,,NTPP5G,"<p>NuTopp is a treatment made for asphalt shingles that are drying out, cracking, or losing flexibility. And if you do roof washing all the time, you probably know how common that is. NuTopp helps by going deeper than surface-level coatings, and it does that through something called diffusion.</p><p>So what is diffusion? It’s when the sun heats the roof and slowly pulls the product deeper into the asphalt binder which is the part of the shingle where most of the damage happens. As that happens, NuTopp starts replacing the stuff that’s been lost over time like the oils that used to keep the shingle flexible and sealed.</p><p><br></p><p>Here’s how NuTopp works:</p><ul><li>Bio-based oils replace the lighter parts of the asphalt called maltenes, which break down from heat, UV, and oxidation</li><li>A penetrating oil softens the shingle so the product can move deeper</li><li>A rejuvenating oil breaks up hardened asphaltenes and helps them recombine with fresh maltene-like components</li><li>An adhesion modifier strengthens the bond between the asphalt and its granules and improves water resistance</li></ul><p>Altogether, that brings back the way the asphalt flows and softens, which is what gives the roof its flexibility and protection in the first place.</p><p>That way, you can give more value to your customers by helping them hold off on a full roof replacement and show that you care more than just about appearances.</p>",,,,,,,Hidden,Physical good,,,,N,N,N,Y,500.00,,Y,,N,,,,,,,,Y,12,,,,,N,0,,,,
4ZMDUVAXYNHYRGRAOLFCA7GB,"O-ring for 2.5"" Housing",Replacement O-ring for Tucker® Carbon Housing,Regular,,20067-SMALL,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,0.062,,,,,,,10.93,,Y,Y,,Y,,,,7.65,Tucker,20067-SMALL,N,0,,N,0,,Y,0,,N,0,10.93
DYZYONBKCHCJQETEDGFOCZCR,"O-ring for 4.5"" Housing",Replacement O-ring for Tucker® DI Housing,Regular,,20067-LARGE,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,0.5,,,,,,,30.06,,Y,Y,,Y,,,,21.05,Tucker,20067-LARGE,N,0,,N,0,,Y,0,,N,0,30.06
GUSKI43YBWMCHAF5FLIOX343,O-ring for serviceable housing insert,"O-ring for insert - for 4"" stainless steel housing",Regular,,20063,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,10.93,,Y,Y,,Y,,,,7.65,Tucker,20063,N,0,,N,0,,Y,0,,N,0,10.93
XPP5NPIHDM2AX7E3B32HEMQB,"Pair of 2""x10"" Velcro Strips",Replacement Velcro for Alpha Scrubber STD Size,Regular,,T-VELCRO-10X2,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,0.051,,,,,,,7.55,,Y,Y,,Y,,,,5.29,Tucker,T-VELCRO-10X2,N,0,,N,0,,Y,0,,N,0,7.55
JCTB6NCPTV3JP5JVIHFKQ2KR,"Pair of 2""x16"" Velcro Strips",Replacement Velcro for Alpha Scrubber XL Size,Regular,,T-VELCRO-16X2,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,0.02,,,,,,,20.18,,Y,Y,,Y,,,,14.13,Tucker,T-VELCRO-16X2,N,0,,N,0,,Y,0,,N,0,20.18
LHCIKPZWVUL6DKWKGMBZA42G,Pair Small Diameter Pencil Jet,Pair Of Tucker® Euro Brush Pencil Jets,Regular,,50006-PS,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,16.39,,Y,Y,,Y,,,,11.48,Tucker,50006-PS,N,0,,N,0,,Y,0,,N,0,16.39
HVWMHQSIVBX6HTEZPE6Q3B7X,Pigtail Inlet,Pigtail Inlet,Regular,,20019,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,20.49,,Y,Y,,Y,,,,14.35,Tucker,20019,N,0,,N,0,,Y,0,,N,0,20.49
IQMWEAVGMYEWUGD3RZBSDU77,Pigtail Inlet/Outlet Kit,Pigtail Inlet/Outlet Kit,Regular,,20028,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,40.99,,Y,Y,,Y,,,,28.70,Tucker,20028,N,0,,N,0,,Y,0,,N,0,40.99
5CYC4BOCHGXUKNGZYJNDHPW2,Pigtail Outlet,Pigtail Outlet,Regular,,20020,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,20.49,,Y,Y,,Y,,,,14.35,Tucker,20020,N,0,,N,0,,Y,0,,N,0,20.49
VAGVHC4UUXXSUWRWW5YGMTZX,Plastic Euro Tip for #1 Clamp,Tucker® Euro Tip,Regular,,T-EURO-TIP-PLASTIC,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,7.56,,Y,Y,,Y,,,,5.30,Tucker,T-EURO-TIP-PLASTIC,N,0,,N,0,,Y,0,,N,0,7.56
YNJFHD4OAX4MU7TKLMWB3VG4,Plastic Nut for Strain Relief,"1/2"" Strain Relief Nut",Regular,,12009-NUT,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,0.5,,,,,,,2.46,,Y,Y,,Y,,,,1.72,Tucker,12009-NUT,N,0,,N,0,,Y,0,,N,0,2.46
LTPL264GJPXKBPXHCSUG7KZW,Plastic Rinse Bar XL,Tucker® Over the Top Rinse Bar Large PLASTIC,Regular,,T-OTT-XL-V2-P,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,63.12,,Y,Y,,Y,,,,44.19,Tucker,T-OTT-XL-V2-P,Y,-1,,N,0,,N,0,,N,0,63.12
FIV7ZUQVPUSM3YJ3G6FNO743,Pressure Regulator 5 1/2 Ports,5 Port Pressure Regulator,Regular,,12003,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,107.96,,Y,Y,,Y,,,,75.58,Tucker,12003,N,0,,N,0,,Y,0,,N,0,107.96
PA5HP3X76WHKUKV4OA6Y3PSG,Pressure Spray Gun,,Regular,,2396,ST-601 SPRAY GUN 12 Gpm / 4000 psi,Tools,Tools,,,,,Hidden,Physical good,,,,N,N,N,N,42.75,,Y,,N,,,,,30.62,,,Y,4,,,,,N,0,,,,
LOD6PGV67R3FDLWBKGQKSHX6,"Push & Pull 34"" Lance",,Regular,,6823,"Vented grip can be pushed and pulled up to 90°. For hard to reach application, such as gutters, fenders, trucks, and heavy equipment.<br/><ul><li>3050 PSI</li><li>Max Temp 300° F</li><li>1/4″ MPT Inlet</li><li>1/4″ FPT Outlet</li><li>Stainless Steel</li></ul><br/><br/>",Tools,Tools,,,,,Hidden,Physical good,,,,N,N,N,N,155.75,,Y,,,,,,,125.75,Barens,,Y,4,,,,,N,0,,,,
T4GVPGR7Z5SKQ4BAGDRRSSTK,"RAMPAGE BEAST 10' Gray 1/2"" Double Wire 6200 PSI Whip hose",,Regular,,RAMP208-WHIP-10,"RAMPAGE BEAST 10' Smooth Gray 1/2"" Double Wire 6200 PSI Whip hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,51.50,,Y,,N,,,,,31.50,Manatee,,Y,1,,,,,N,0,,,,
Z4JI6EVNVHNHK7ENUPS24IHW,"RAMPAGE BEAST 10' Gray 3/8"" Double Wire 7300 PSI Whip hose",,Regular,,RAMP206-WHIP-10,"RAMPAGE BEAST 10' Smooth Gray 3/8"" Double Wire 7300 PSI Whip hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,38.25,,Y,,N,,,,,23.50,Manatee,,Y,1,,,,,N,0,,,,
FUAFH3GREE2JKXH5PEMWO3UT,"RAMPAGE BEAST 100' Gray 1/2"" Double Wire 6200 PSI Hose",,Regular,,RAMP208-100,"RAMPAGE BEAST 50ft Smooth Gray 1/2"" Double Wire Hose 6200 PSI Hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,249.99,,Y,,N,,,,,130.88,Manatee,,Y,4,,,,,N,0,,,,
64RZN7NNLKQKOGHPVF4JVLES,"RAMPAGE BEAST 100' Gray 3/8"" Double Wire 7300 PSI Hose",,Regular,,RAMP206-100,"RAMPAGE BEAST 100ft Smooth Gray 3/8"" Double Wire Hose 7300 PSI Hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,209.99,,Y,,N,,,,,114.79,Manatee,,Y,-2,,,,,N,0,,,,
T2MRJUSHTHJSPJFUOUC6SNBR,"RAMPAGE BEAST 12' Smooth Gray 3/8"" Double Wire 7300 PSI Whip hose",,Regular,,RAMP206-WHIP-12,"RAMPAGE BEAST 12' Smooth Gray 3/8"" Double Wire 7300 PSI Whip hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,43.25,,Y,,N,,,,,26.50,Manatee,,Y,2,,,,,N,0,,,,
P2DJ2PLTAAIRZWSWOL72R7KA,"RAMPAGE BEAST 200' Gray 3/8"" Double Wire 7300 PSI Hose",,Regular,,RAMP206-200,"RAMPAGE BEAST 100ft Smooth Gray 3/8"" Double Wire Hose 7300 PSI Hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,389.99,,Y,,N,,,,,229.20,Manatee,,Y,0,,,,,N,0,,,,
NK7H6A2WKRROTL3SQRHWX3QZ,"RAMPAGE BEAST 4' Gray 1/2"" Double Wire 6200 PSI Whip hose",,Regular,,RAMP208-WHIP-4,"RAMPAGE BEAST 4' Gray 1/2"" Double Wire 6200 PSI Whip hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,31.50,,Y,,N,,,,,19.50,Manatee,,Y,1,,,,,N,0,,,,
IOI2HD2LNHGISAI45DWTWNG5,"RAMPAGE BEAST 4' Gray 3/8"" Double Wire 7300 PSI Whip hose",,Regular,,RAMP206-WHIP-4,"RAMPAGE BEAST 4' Smooth Gray 3/8"" Double Wire 7300 PSI Whip hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,23.25,,Y,,N,,,,,14.50,Manatee,,Y,2,,,,,N,0,,,,
OOY4HJQEBLOMMHDITLFSDGTA,"RAMPAGE BEAST 50' Gray 1/2"" Double Wire 6200 PSI Hose",,Regular,,RAMP208-50,"RAMPAGE BEAST 50ft Smooth Gray 1/2"" Double Wire Hose 6200 PSI Hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,144.99,,Y,,N,,,,,75.85,Manatee,,Y,3,,,,,N,0,,,,
NG3547GAK2HJLIMNH5LVYBSR,"RAMPAGE BEAST 50' Gray 3/8"" Double Wire 7300 PSI Hose",,Regular,,RAMP206-50,"RAMPAGE BEAST 50ft Smooth Gray 3/8"" Double Wire Hose 7300 PSI Hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,129.99,,Y,,N,,,,,70.36,Manatee,,Y,2,,,,,N,0,,,,
Z274WGIUA3IBYZWPOYVUU4F2,"RAMPAGE BEAST 6' Gray 1/2"" Double Wire 6200 PSI Whip hose",,Regular,,RAMP208-WHIP-6,"RAMPAGE BEAST 6' Smooth Gray 1/2"" Double Wire 6200 PSI Whip hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,38.25,,Y,,N,,,,,23.50,Manatee,,Y,2,,,,,N,0,,,,
UTLCVQNXW2PRGBPFFCF2HPXF,"RAMPAGE BEAST 6' Gray 3/8"" Double Wire 7300 PSI Whip hose",,Regular,,RAMP206-WHIP-6,"RAMPAGE BEAST 6' Smooth Gray 3/8"" Double Wire 7300 PSI Whip hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,28.25,,Y,,N,,,,,17.50,Manatee,,Y,0,,,,,N,0,,,,
VS2BBEO65CPVEIA62XTYJB6Q,"RAMPAGE BEAST 8' Gray 1/2"" Double Wire 6200 PSI Whip hose",,Regular,,RAMP208-WHIP-8,"RAMPAGE BEAST 8' Smooth Gray 1/2"" Double Wire 6200 PSI Whip hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,44.75,,Y,,N,,,,,27.50,Manatee,,Y,2,,,,,N,0,,,,
MT5B3LTG5ELV5PUE5J7EIE67,"RAMPAGE BEAST 8' Gray 3/8"" Double Wire 7300 PSI Whip hose",,Regular,,RAMP206-WHIP-8,"RAMPAGE BEAST 8' Smooth Gray 3/8"" Double Wire 7300 PSI Whip hose",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,33.25,,Y,,N,,,,,20.50,Manatee,,Y,2,,,,,N,0,,,,
3PIRLPAHM5VKG7KGQNLXT73O,Reach Around ACME Piece,Tucker® Reach Around Adapter,Regular,,40015,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,12.30,,Y,Y,,Y,,,,8.61,Tucker,40015,N,0,,N,0,,Y,0,,N,0,12.30
GZ6NYZOPYOJY3JGWNPPNXH5R,Reach Around Gooseneck,Tucker® Reach Around Gooseneck V1,Regular,,40001-V1,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,30.35,,Y,Y,,Y,,,,21.25,Tucker,40001-V1,N,0,,N,0,,Y,0,,N,0,30.35
SELZZL4RGTMX45ZE7FCV7SPC,Reach Around Gooseneck w/ Quick Release for #1 Clamp,Tucker® Reach Around Gooseneck V2,Regular,,40001-V2,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,30.35,,Y,Y,,Y,,,,21.25,Tucker,40001-V2,N,0,,N,0,,Y,0,,N,0,30.35
A3DF2TBUFW7VOGMNCNKQV2TM,Reel Base for Tucker® Reels,Reel Base for Tucker® Reels,Regular,,T-RB,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,223.82,,Y,Y,,Y,,,,156.68,Tucker,T-RB,N,0,,N,0,,Y,0,,N,0,223.82
UHJR4Y6PEQ6H3KNB6Y5OQLCY,Remote Control - One Shot,Remote Control - One Shot,Regular,,12030,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,239.15,,Y,Y,,Y,,,,167.41,Tucker,12030,N,0,,N,0,,Y,0,,N,0,239.15
PPRSIQK2Z5ECG23EJOG6ZL64,Remote Fob for Digital Flow Controller,Remote Fob for Digital Flow Controller,Regular,,80004-FOB,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,175.45,,Y,Y,,Y,,,,122.82,Tucker,80004-FOB,N,0,,N,0,,Y,0,,N,0,175.45
ZGFSQ5KAVGEHGT777SE5PNOF,Remote Fob for ONE SHOT,Remote Fob for ONE SHOT,Regular,,12030-FOB,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,94.70,,Y,Y,,Y,,,,66.29,Tucker,12030-FOB,N,0,,N,0,,Y,0,,N,0,94.70
QA7RJNBJYB23CST5OAOLEN4Q,REMOTE THERMOSTAT,,Regular,,3943,"Remote probe thermostat is a capillary tube thermostat that relies on expansion of a viscous liquid to open and close switch.
• Panel mounted dual scale
• 60"" insulated capillary tube
• UL/CSA approved
• 4,000 PSI maximum 86° to 302°F",Parts,Parts,,,,,Hidden,Physical good,,,,N,N,N,N,53.75,,Y,,,,,,,27.26,Barens,,Y,6,,,,,N,0,,,,
VK7TXFN2PFXUQFK5NC2XFGYN,Replacement Battery for Flow Controller,Replacement Battery for Flow Controller,Regular,,80004-BAT,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,56.85,,Y,Y,,Y,,,,39.80,Tucker,80004-BAT,N,0,,N,0,,Y,0,,N,0,56.85
LTOCTE4I73UMBF37QKTMUL6G,Replacement Brush Socket,,Regular,,T-Socket-90,Replacement socket for Tucker® Euro brushes. Will fit many other brushes on the market as well. Color may vary.,"Tucker, Window Cleaning",Tucker,,,,,Hidden,Physical good,,,,N,N,N,Y,11.25,,Y,,N,,,,,6.00,,,Y,2,,,,,N,0,,,,
XBM4KH4ERTJR2GWOZ2G2GJSK,RIVAL by Tucker® Water Fed Pole System - Basic 4-Stage Kit,RIVAL by Tucker® Water Fed Pole System - Basic 4-Stage Kit,Regular,,RIVAL-BY-TUCKER®-WATER-FED-POLE-SYSTEM---BASI,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,,,,,,,,3016.67,,Y,Y,,Y,,,,1718.89,Tucker,RIVAL-BY-TUCKER®-WATER-FED-POLE-SYSTEM---BASI,N,0,,N,0,,Y,0,,N,0,3016.67
ZTETVU2CTQ7XAFRTPUWYGIPX,Rival V2 DI Saver Upgrade Kit,Rival V2 DI Saver Upgrade Kit,Regular,,T-V2-DIS-UGK,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,1.499,,,,,,,215.22,,Y,Y,,Y,,,,150.65,Tucker,T-V2-DIS-UGK,N,0,,N,0,,Y,0,,N,0,215.22
L6Z2VQYSRXPICLWVA7HVILIG,RIVAL+ stage DIY KIT,Tucker® DIY 4-Stage RO/DI Kit,Regular,,T-RIVAL+DIY,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,55.001,,,,,,,1798.49,,Y,Y,,Y,,,,1258.94,Tucker,T-RIVAL+DIY,N,0,,N,0,,Y,0,,N,0,1798.49
6JXGWRMOFLPJOHXHDX5R4GII,RO PRESERVE,RO Preserve,Regular,,20000,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,0.5,,,,,,,33.15,,Y,Y,,Y,,,,23.21,Tucker,20000,N,0,,N,0,,Y,0,,N,0,33.15
AJFK4PG6FZ7EC3HP5P7RFGRA,Rotary Vein Pump,Electric Booster Pump Replacement,Regular,,12005,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,5,,,,,,,341.70,,Y,Y,,Y,,,,239.19,Tucker,12005,N,0,,N,0,,Y,0,,N,0,341.70
ULOTR5T5DK3PV76CGY35KE6M,"Rotating Sewer Nozzle 1/4"" 5.5 gpm",,Regular,,2373,Suttner Rotating Sewer Nozzle 5.5 gpm,Parts,Parts,,,,,Hidden,Physical good,,,,N,N,N,N,37.75,,Y,,,,,,,24.58,Barens,,Y,2,,,,,N,0,,,,
RO653MXEQXDAPJZBRM6VZ2RW,RotoJet Turbo Nozzle 3.5 GPM,,Regular,,6012,"ROTOJET 3,700 PSI TURBO NOZZLE 3.5 GPM",Parts,Parts,,,,,Hidden,Physical good,,,,N,N,N,N,68.75,,Y,,,,,,,58.41,Barens,,Y,1,,,,,N,0,,,,
HJWMAPSY6KXNAIXRYCCVPNJC,RotoJet Turbo Nozzle 4 GPM,,Regular,,6013,"ROTOJET 3,700 PSI TURBO NOZZLE 4GPM",Parts,Parts,,,,,Hidden,Physical good,,,,N,N,N,N,68.75,,Y,,,,,,,58.41,Barens,,Y,1,,,,,N,0,,,,
NCLN4KMOQPIZT3VEFLRFQLM2,RotoJet Turbo Nozzle 5.5GPM,,Regular,,4803,"ROTOJET 3,700 PSI TURBO NOZZLE 5.5GPM",Parts,Parts,,,,,Hidden,Physical good,,,,N,N,N,N,68.75,,Y,,N,,,,,39.72,,,Y,-4,,Y,0,,N,0,,,,
WQV4GF6YGNU656WHB5JKV7VW,RotoJet Turbo Nozzle 8 GPM,,Regular,,4818,"The RotoJet Turbo Nozzle 8 GPM is a high-quality accessory designed for power and efficiency, with a maximum pressure of 5800 PSI. Delivering an impressive 8 gallons per minute, this nozzle is a must-have for your cleaning tasks. Get yours today and experience the ultimate performance!",Parts,Parts,,,,,Hidden,Physical good,,,,Y,N,N,Y,157.75,,Y,,,,,,,110.80,Barens,,Y,-1,,,,,N,0,,,,
TDDP53BT4NGQ7Z4HQAXVMYH3,Rubber Foot,Rubber Foot,Regular,,63050,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,3.62,,Y,Y,,Y,,,,2.54,Tucker,63050,N,0,,N,0,,Y,0,,N,0,3.62
FN2HAAGJMC7B6EQPP2IERD2R,Saddle Clamp for SS Housing,Stainless Steel Housing Clamp,Regular,,12021-A-SS,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,19.70,,Y,Y,,Y,,,,13.79,Tucker,12021-A-SS,N,0,,N,0,,Y,0,,N,0,19.70
RCADOJ6VTAKB7S4UVDQ236VV,Serviceable Housing Insert w/ ALL o-rings for SS Housing,Serviceable Housing lid w/ ALL o-rings for SS Housing,Regular,,20062-SS,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,48.34,,Y,Y,,Y,,,,33.84,Tucker,20062-SS,N,0,,N,0,,Y,0,,N,0,48.34
OQ4ICU6X3KYCEUVOC3HY6KC7,"Sewer Nozzle 1/4"" 4.5 gpm",,Regular,,6210,"Sewer Nozzle 1 forward , 3 backwards orifices
4.5 ppm",Tools,Tools,,,,,Hidden,Physical good,,,,N,N,N,N,16.75,,Y,,,,,,,8.10,Barens,,Y,10,,,,,N,0,,,,
XPTJKZKGZQ2SJFGW7AGRVHIX,"Sewer Nozzle 1/4"" 5.5 gpm",,Regular,,6355,"Sewer Nozzle 1 forward , 3 backwards orifices
5.5 ppm",Tools,Tools,,,,,Hidden,Physical good,,,,N,N,N,N,16.75,,Y,,,,,,,8.10,Barens,,Y,3,,,,,N,0,,,,
EUSNCIEU7F5GICATU4ZW46PP,"Sewer Nozzle 1/4"" 8 gpm",,Regular,,6200,"Sewer Nozzle 1 forward , 3 backwards orifices
8gpm",Tools,Tools,,,,,Hidden,Physical good,,,,N,N,N,N,16.75,,Y,,,,,,,8.10,Barens,,Y,1,,,,,N,0,,,,
FSMZK4XCTYDEQDQ4HMHRNXXN,Shaft end of adjustable Tucker Gooseneck,V2 end of Adjustable Tucker® Gooseneck,Regular,,T-GN-ADJ-V2,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,8.98,,Y,Y,,Y,,,,6.29,Tucker,T-GN-ADJ-V2,Y,0,,N,0,,N,0,,N,0,8.98
I7JP4SQLMIRJ5ZAFPZM6ZQ2S,Single Pole Switch,Single Pole Switch,Regular,,12007,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,,,,,,,,24.53,,Y,Y,,Y,,,,17.17,Tucker,12007,N,0,,N,0,,Y,0,,N,0,24.53
7YUQVKRBWTCMGAHIMJZQRD3J,Siphon Drum Pump,,Regular,,4117,"Siphon Pump 7 GPM / Fits 2"" Opening /15, 30, & 55 Gallon Drums",Tools,Tools,,,,,Hidden,Physical good,,,,Y,,,Y,29.75,,Y,,N,,,,,19.73,,,Y,0,,Y,0,,N,0,,,,
PTAIIQWDNMGDHBQ27IMAYCIU,Skid Mount (110v) Kit w/ Tucker 40 and Hose Reel,Tucker® Water Fed Pole - Skid Mount Kit - w/ 40 Hose Reel,Regular,,10700-WALL-110-KIT-40,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,199.999,,,,,,,6529.66,,Y,Y,,Y,,,,4570.76,Tucker,10700-WALL-110-KIT-40,N,0,,N,0,,Y,0,,N,0,6529.66
BERSRWSR53LRNKNKI3QOFUWF,Skid Mount (12v) Kit w/ Tucker 40 and Hose Reel,Tucker® Water Fed Pole - Skid Mount Kit - 12v w/ 40 Hose Reel,Regular,,10700-WALL-12-KIT-40,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,199.999,,,,,,,6423.93,,Y,Y,,Y,,,,4496.75,Tucker,10700-WALL-12-KIT-40,N,0,,N,0,,Y,0,,N,0,6423.93
WN7UA5JUP3S5KXC5KIWGRNGB,Skid Mount (12v) Kit w/ Tucker 50HM and Hose Reel,Tucker® Water Fed Pole - Skid Mount Kit - 12v w/ Hose Reel,Regular,,10700-WALL-12-KIT-50,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,199.999,,,,,,,7425.87,,Y,Y,,Y,,,,5198.11,Tucker,10700-WALL-12-KIT-50,N,0,,N,0,,Y,0,,N,0,7425.87
V46IJABKWWXPN4V3TBPGFPM4,Small Filter Wrench - 2.5in Housings,2.5 Inch Filter Wrench,Regular,,20036-SM,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,10.93,,Y,Y,,Y,,,,7.65,Tucker,20036-SM,N,0,,N,0,,Y,0,,N,0,10.93
DQ6RCVDHTESUOKHVCJGLV7L2,Smart Wash Delivery Pump w/ 2 90 degree elbows,Smart Wash Delivery Pump w/ 2 90 degree elbows,Regular,,12033-WE,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,,,,,,,,377.91,,Y,Y,,Y,,,,264.54,Tucker,12033-WE,N,0,,N,0,,Y,0,,N,0,377.91
